годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
да,"«А что скажут люди»: как решиться, когда боишься осуждения",a-chto-skazhut-lyudi,Психология,/praktik,29327,а что скажут люди · что скажут люди что скажут дети · что теперь скажут люди · важно что скажут люди · и думала что скажут люди · главное что скажут люди · переживаю что скажут люди · страх что скажут люди · все равно что скажут люди · мне плевать что скажут люди · он старше что скажут люди · что обо мне подумают люди,
нет,,,,,12570,,"комплименты и поздравления («что сказать доброму/умному человеку», «что приятное сказать»), плюс школьное «что хотел сказать автор»"
нет,,,,,7920,,"комплименты: «что хорошего сказать человеку», «как сказать что человек очень хороший»"
нет,,,,,7870,,"склейка лемматизатора, интент не читается: внутри только «что скажите делать людям» и «авторитет страх»"
нет,,,,,7420,,"признания и комплименты любимому; единственная осмысленная фраза «любимый человек сказал что не любит» — это отношения, а не осуждение, и отдельной темы не тянет"
нет,,,,,6797,,"медицина (язык как орган) и физиогномика: «что скажет рука о человеке», «что скажет любимый цвет о человеке»; «манипулятор это человек» покрыт статьёй manipulyacii-v-otnosheniyah"
нет,,,,,6269,,дубль slova-podderzhki-pri-potere-blizkogo + мистика («что умерший человек хочет сказать»)
нет,,,,,5764,,"склейка и цитаты-статусы: «ну что сказать, устроены так люди» (песня), «люди забудут что вы сказали»"
да,"Что сказать близкому, который тяжело болен или уходит",chto-skazat-tyazhelobolnomu,Психология,/online,5129,что сказать умирающему человеку · что можно сказать умирающему человеку · что надо сказать умирающему человеку · что сказать родственникам умирающего человека · что сказать больному человеку · что можно сказать больному человеку · что сказать человеку в больнице · что сказать человеку в коме · что сказать человеку которому стало · что сказать человеку у которого умер близкий,
нет,,,,,4693,,одна усечённая фраза без интента
нет,,,,,4031,,"дубль kak-nachat-razgovor («Как начать разговор, когда не знаешь, что сказать человеку»); остальное — религиозные запросы «что сказал бог/аллах/иисус людям»"
нет,,,,,4005,,склейка и запросы к переводчику; «люди скажите что после смерти» — эзотерика
нет,,,,,3680,,дубль slova-podderzhki-pri-potere-blizkogo: внутри «что сказать человеку у которого умер близкий»
нет,,,,,3055,,"техника (восстановить удалённое, удалить страницу/аккаунт) + психологическая часть покрыта разделом «Почему „просто удалите приложение“ — плохой совет» в socseti-i-samoocenka; «как не сравнивать себя с другими» — дубль kak-perestat-sravnivat-sebya. Годные фразы про усталость ушли в тему zavisimost-ot-telefona"
да,Тоска по дому после переезда: почему тянет вернуться,toska-po-domu-posle-pereezda,Психология,/coach,2407,тоска по дому · хочу вернуться обратно · тоска по родному дому · тяжелый переезд · чувствую себя чужим · привыкший к городу · ради переехать,
нет,,,,,1716,,полный дубль zavisimost-ot-chuzhogo-mneniya
нет,,,,,1439,,"покрыто темой chto-skazat-tyazhelobolnomu, ключи забраны туда"
нет,,,,,1268,,"одна усечённая фраза «стоит ли выкладывать», интент не определить: фото ребёнка, отношения, работа — разные темы"
да,Всегда уступаю: как перестать молчать и говорить о своём,vsegda-ustupayu,Отношения,/praktik,1238,всегда уступаю · как сказать человеку что обидел · как сказать человеку что его много · как тактично сказать человеку что · как корректно сказать человеку что · сказать человеку что не веришь ему · человек сказал что я его достала · человек сказал что это личное,
нет,,,,,1168,,дубль slova-podderzhki-pri-potere-blizkogo
нет,,,,,916,,разнородная склейка без общего интента; «что хочет сказать ушедший человек» — мистика
да,"Что сказать человеку, которому плохо: слова, которые не ранят",chto-skazat-cheloveku-kotoromu-ploho,Психология,/online,871,что сказать если человеку плохо · как поддержать человека что сказать · что сказать человеку в поддержку · что сказать плачущему человеку · что сказать обиженному человеку · что сказать человеку в трудную минуту · что сказать человеку в истерике · что сказать уставшему человеку · сказать человеку что я рядом · что сказать человеку по телефону,
нет,,,,,864,,мем и склейка («почему ты сказала что ты человек»)
нет,,,,,286,,признания в любви — не тема блога
да,Муж всё время в телефоне: почему это ранит и что делать,muzh-postoyanno-v-telefone,Отношения,/online,36336,муж в телефоне · муж сидит в телефоне · муж вечером в телефоне · муж живет в телефоне · муж ночью в телефоне · муж постоянно в телефоне · муж все время в телефоне · муж весь день в телефоне · муж всегда в телефоне · муж постоянно сидит в телефоне · жена живет в телефоне · жена постоянно в телефоне,
да,Проверять ли телефон мужа: что стоит за желанием заглянуть,proveryat-li-telefon-muzha,Отношения,/online,7251,жена в телефоне мужа · в телефоне мужа · не пойму в телефоне мужа · что посмотреть в телефоне мужа · переписка в телефоне мужа · жена смотрит в телефон мужа · залезть в телефон мужа · войти в телефон мужа · что нашли в телефоне мужа · что увидели в телефоне мужа · фото бывших в телефоне мужа · в телефоне мужа контакты,
да,Ребёнок сидит в телефоне: сколько можно и как договориться,rebenok-sidit-v-telefone,Детская психология,/online,6769,ребенок сидит в телефоне · сколько можно сидеть в телефоне детям · ребенок часами сидит в телефоне · ребенок сидит в телефоне что делать · сколько ребенок должен сидеть в телефоне · зависимость от телефона у детей · почему дети сидят в телефонах · ребенок постоянно сидит в телефоне · ребенок долго сидит в телефоне · ребенок много сидит в телефоне · можно ли детям сидеть в телефоне · зависимость от телефона у подростков,
да,Зависимость от телефона: почему рука сама тянется к экрану,zavisimost-ot-telefona,Самопознание,/praktik,5911,зависимость от телефона · как называется зависимость от телефона · как убрать зависимость от телефона · как оторваться от телефона · устаю от телефона · устала от соцсетей · устаю от соцсетей · зависимость от соцсетей · жизнь в соцсетях · про зависимость телефона · телефон зависимость человека · соцсети в жизни людей,
