годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,podala-v-sud-na-razvod,,,17588,,"юриспруденция: иск, образец заявления, районный и мировой суд, ЗАГС — процедура, а не переживание"
нет,,podat-na-razvod-bez,,,17430,,юриспруденция: подача заявления на развод без согласия/присутствия — процедура
нет,,skolko-uvolilos,,,17120,,"трудовой кодекс: сроки отработки, отпускные, перерасчёт пенсии — не самопомощь"
нет,,byvshiy-muzh-posle-razvoda,,,16462,,"юриспруденция («муж имеет право», «может ли муж после развода») + тема закрыта byvshiy-muzh-posle-rasstavaniya.md и otnosheniya-s-byvshim-muzhchinoy.md"
нет,,razvod-dlya-muzhchiny,,,16074,,"омоним: «либидекс развод или нет» — развод как мошенничество, ключи не про расставание"
нет,,razdel-posle-razvoda,,,16043,,"юриспруденция: раздел имущества, подача иска"
нет,,uvolitsya-v-2026,,,15558,,трудовой кодекс и новости законодательства
да,Развод с ребёнком на руках: как маме пережить и не сломаться,razvod-s-rebenkom-na-rukah,Отношения,/artterapy,15520,мать в разводе · развод мать одиночка · развод с ребенком · как пережить развод с ребенком · мать с отцом в разводе · развод когда есть ребенок · одна с ребенком после развода · развод и ребенок психология,
нет,,psihologiya-dzen,,,15439,,"навигация по платформе Дзен: «психология рассказы на дзен», «психология ужаса дзен»"
нет,,uvolnyatsya-li-po-sobstvennomu-zhelaniyu,,,15353,,"трудовой кодекс: выплаты, соглашение сторон, пенсионеры"
да,"Как пережить смерть мамы: горе, которое меняет опору",kak-perezhit-smert-mamy,Психология,/artterapy,15199,как пережить смерть мамы · как пережить смерть матери · как пережить смерть близкого · как пережить смерть · как пережить горе · как пережить потерю близкого · как справиться с потерей близкого человека · что делать если не можешь отпустить человека · как пережить смерть родителей · как пережить смерть человека,
нет,,razvod-na-seks,,,14865,,"мусорный запрос, к теме отношения не имеет"
нет,,fitonsulin-razvod-ili-net,,,14768,,"омоним: «развод» как мошенничество, запрос про БАД"
нет,,psihologii-serii,,,14583,,кино и сериалы
да,Как пережить смерть отца: прожить утрату и не застрять,kak-perezhit-smert-otca,Психология,/artterapy,14550,потеря отца · как пережить смерть отца · после потери отца · смерть отца · слова потери отца · как пережить потерю отца · умер папа как пережить · горе после смерти отца,
нет,,mozhno-li-uvolnyatsya-bez-otrabotki,,,14221,,трудовой кодекс: отработка двух недель
нет,,zavist-na-russkom-yazyke,,,14140,,"кино: «зависть онлайн бесплатно», «зависть русская озвучка» — фильм, не чувство"
