годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,4562224,,"«личная жизнь» — чистая биография звёзд: «личная жизнь фото», «личная жизнь мужа», «петров личная жизнь», «зиверт личная жизнь»"
нет,,,,,2509809,,"«биография личная жизнь» — карточки знаменитостей: «биография фото личная жизнь», «смерти биография личная жизнь»"
нет,,,,,484061,,"«личная жизнь дети» — дети знаменитостей: «ангелина вовк личная жизнь дети», «кабаева личная жизнь дети», «газманов личная жизнь дети»"
нет,,,,,188848,,"биография + муж: «ангелина вовк биография личная жизнь муж», «зиверт биография личная жизнь национальность муж»"
нет,,,,,148186,,однофамильцы и тёзки: «александр александров личная жизнь» — биографический запрос
да,"Познакомиться первой: нормально ли, когда шаг делает женщина",poznakomitsya-pervoy,Отношения,/coach,8798,как познакомиться первой · как девушке познакомится первой · как решиться познакомиться · как женщине познакомиться с мужчиной · как предложить познакомиться · как не бояться познакомиться · как познакомиться и поговорить · как познакомиться если стесняешься,
нет,,,,,138835,,"«личная жизнь семья» — семьи артистов, фото и дети, шоу-бизнес"
нет,,,,,124836,,"биографическая карточка: биография + семья, тот же корпус знаменитостей"
нет,,,,,119015,,"биография и шоу-бизнес: «сергей личная жизнь» — «сергеевич личная жизнь», «сергей астахов личная жизнь»"
нет,,,,,92659,,"биография и шоу-бизнес: «анн личная жизнь» — «казючиц анн личная жизнь», «анн большова личная жизнь»"
нет,,,,,90231,,"биография и шоу-бизнес: «евгений личная жизнь» — «личная жизнь евгения», «евгений броневицкий личная жизнь»"
нет,,,,,86444,,"биография и шоу-бизнес: «александров биография личная жизнь» — «александра личная жизнь биография», «алексеев биография личная жизнь»"
нет,,,,,79660,,"биография и шоу-бизнес: «елена личная жизнь» — «елена подкаминская личная жизнь», «елена муравьева личная жизнь»"
нет,,,,,79613,,"биография и шоу-бизнес: «андреев личная жизнь» — «андрей андреев личная жизнь», «андрей и личная жизнь»"
нет,,,,,76918,,"биография и шоу-бизнес: «личная жизнь екатерины» — «екатерина мизулина личная жизнь», «екатерину мизулину личная жизнь»"
да,Сильная женщина одна: правда ли характер мешает отношениям,silnaya-zhenschina-odna,Отношения,/cards,4655,сильные женщины одиноки · многие женщины одиноки · женщины остаются одинокими · жизнь одинокой женщины · как живут одинокие женщины · самые одинокие женщины · сильные любят одиночество · очень одинокая женщина,
нет,,,,,75904,,"биография и шоу-бизнес: «личная жизнь натальи» — «личная жизнь натальи даниловой», «наталья данилова личная жизнь фото»"
нет,,,,,74569,,"биография и шоу-бизнес: «сергей биография личная жизнь» — «сергей малоземов биография личная жизнь», «сергей астахов биография и личная жизнь»"
нет,,,,,72202,,"биография и шоу-бизнес: «личная жизнь дмитрия» — «дмитриенко личная жизнь», «ваня дмитриенко личная жизнь»"
нет,,,,,68422,,"биография и шоу-бизнес: «личная жизнь ирины» — «личная жизнь горячевой ирины», «личная жизнь ирины безруковой»"
нет,,,,,64242,,"склейка лемматизатора: хвост — «биография и личная жизнь причина смерти», некрологи знаменитостей"
нет,,,,,63885,,"биография и шоу-бизнес: «мария личная жизнь» — «мария порошина личная жизнь», «мария куликова личная жизнь»"
нет,,,,,62355,,"биография и шоу-бизнес: «юрий личная жизнь» — «юрий цурило личная жизнь», «юрий батурин личная жизнь»"
нет,,,,,60630,,"биография и шоу-бизнес: «личная жизнь татьяны» — «личная жизнь татьяны дорониной», «татьяна доронина личная жизнь»"
нет,,,,,58405,,"биография и шоу-бизнес: «евгений личная жизнь биография» — «евгения личная жизнь биография», «евгений броневицкий биография личная жизнь»"
нет,,,,,56381,,"«личная жизнь причина» — обрывок от «причина смерти»: Рихард Зорге, биографии"
нет,,,,,55777,,"биография и шоу-бизнес: «анна биография личная жизнь» — «анна шерлинг биография личная жизнь», «анна ковальчук биография и личная жизнь»"
да,Никогда не было отношений: что делать взрослой женщине,net-opyta-otnosheniy,Отношения,/coach,3696,нет опыта отношений · всю жизнь нет отношений · долго нет отношений · нет отношений вообще · годами нет отношений что делать · 5 лет нет отношений · 10 лет нет отношений · 3 года нет отношений · нет отношений 2 года · нет отношений в 30 · 25 нет отношений · давно нет отношение,
нет,,,,,53760,,"биография и шоу-бизнес: «юлия личная жизнь» — «юлия пересильд личная жизнь», «юлия барановская личная жизнь»"
нет,,,,,52234,,"биография и шоу-бизнес: «наталья биография личная жизнь» — «фото биография личная жизнь натальи», «натали биография личная жизнь»"
нет,,,,,52037,,"биография и шоу-бизнес: «елена биография личная жизнь» — «елена муравьева биография личная жизнь», «елена подкаминская биография личная жизнь»"
да,Не зовёт замуж: сколько ждать и как заговорить об этом,ne-zovet-zamuzh,Отношения,/coach,3325,хочу замуж не зовет · хочу замуж что делать · хочу замуж что говорить · сказала ему что хочу замуж · хочу выйти замуж что делать · хочу замуж помогите · очень хочу замуж · хочу замуж за любимого,
нет,,,,,50281,,"биография и шоу-бизнес: «антонов личная жизнь» — «антон личная жизнь», «антон васильев личная жизнь»"
нет,,,,,49796,,"биография и шоу-бизнес: «владимиров личная жизнь» — «личная жизнь владимир», «владимирович личная жизнь»"
нет,,,,,49107,,"биография и шоу-бизнес: «екатерина биография личная жизнь» — «екатерина мизулина биография личная жизнь», «фото биография личная жизнь екатерина»"
