годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,3008295,,"навигация и игры: GTA, Minecraft, Steam, «найти айфон друга», «найти аккаунт друга»"
нет,,,,,572385,,"мультфильм «Лунтик», сканворд, склейки («ссора домов», «ссора дам»); живое отдано ssora-s-podrugoy и pomiritsya-s-muzhem-posle-ssory"
нет,,,,,494107,,"склейка лемматизатора «нет + в другом (городе/месте/мире)», дальше порно"
нет,,,,,259902,,"склейка «найду друг» без смысла, порно; ключ «друг говорит найди других друзей» отдан odnostoronnyaya-druzhba"
нет,,,,,216597,,"склейка «найди слово в другом слове», поисковики и порно; живое («как помириться с другом», «отдалились с другом», «как начать разговор с другом») отдано ssora-s-podrugoy, podruga-otdalilas, kak-nachat-razgovor"
да,Как помириться после ссоры с мужем и кто пишет первым,pomiritsya-s-muzhem-posle-ssory,Отношения,/coach,181696,после ссоры · как помириться с мужем после ссоры · ссора с мужем · молчать после ссоры · после ссоры не пишет · что сказать после ссоры · мужчина молчит после ссоры · мужчина не пишет после ссоры · примирение с мужем после ссоры · как вести себя после ссоры · после ссоры не общаемся · как написать после ссоры,
нет,,,,,181559,,порно
нет,,,,,163882,,"сериал «Найдём друг друга»: серии, содержание, где снимали"
нет,,,,,162057,,"сериал «Давай найдём друг друга»: онлайн, все серии, 2020"
нет,,,,,152808,,сериал и мелодрамы; плюс школьная задача «найти друг друга в лесу»
нет,,,,,122540,,"соцсети и игры как инструмент: ВК, Роблокс, «найти друзей на час», «найти удалённых друзей»; живое отдано kak-zavesti-druzey-vzroslomu"
нет,,,,,71526,,"телепередача «Я стесняюсь своего тела» (выпуски, Украина, телеканал); живое покрыто prinyatie-tela"
нет,,,,,69951,,"четыре ключа, все внутри kak-zavesti-druzey-vzroslomu"
нет,,,,,58492,,склейка «давай найду друг друга» плюс порно; «отдаляемся друг от друга» отдано podruga-otdalilas
нет,,,,,58477,,склейка лемматизатора и порно
да,У меня нет друзей: почему так вышло и что с этим делать,net-druzey,Психология,/online,50180,нет друзей · у меня нет друзей · что делать если нет друзей · почему у меня нет друзей · нет друзей причины · почему у человека нет друзей · в жизни нет друзей · нет друзей и не хочу · нет друзей и нет подруг · нет друзей помогите · пока нет друзей · нет друзей нет никого,
нет,,,,,32098,,"порно («анал», «milf», «трах»); отдельные живые ключи отданы kak-perestat-stesnyatsya"
нет,,,,,24533,,"чаты и приложения знакомств: «чат найду друга», «найду друга телеграмм»"
нет,,,,,20719,,порно
нет,,,,,18814,,"навигация: страница «Друзья» в соцсети, «найти корень слова друзья»"
нет,,,,,18776,,"песни и картинки: Ева Власова «Как мы друг друга нашли», «фраза нашли друг друга»"
нет,,,,,18277,,"порно; живое («стесняюсь перед девушкой», «девушка стесняется подойти») внутри kak-perestat-stesnyatsya"
нет,,,,,18206,,порно
нет,,,,,18200,,порно
нет,,,,,18190,,"порно, три ключа"
нет,,,,,18176,,порно
нет,,,,,17623,,песня Влада Сташевского «Нет у меня друзей»; тема покрыта net-druzey
да,"Как начать разговор, когда не знаешь, что сказать человеку",kak-nachat-razgovor,Психология,/online,16468,как начать разговор · как начать разговор с человеком · как правильно начать разговор · как начать разговор первой · как первым начать разговор · как начать разговор в переписке · как начать разговор вопросы · не зная как начать разговор · как лучше начать разговор · как можно начать разговор · как начать разговор с другом · как начать долгий разговор,
нет,,,,,16110,,"игровые задания и коды: «найди друга Влада», «найдите друга коды», «найди синего друга»"
нет,,,,,15182,,"четыре ключа, все внутри pomiritsya-s-muzhem-posle-ssory"
нет,,,,,14199,,порно
нет,,,,,13304,,"ВКонтакте: «добавить в друзья или нет», сериал «Друзья», «Говорящий Том и друзья»"
да,"Друзей много, а близких нет: почему связи остаются поверхностными",net-blizkogo-druga,Психология,/artterapy,13298,друзей много а друга нет · нет близких друзей · нет настоящих друзей · почему нет лучших друзей · нет дружбы нет друга · про друга которого нет · год как нет друга · нет лучше друга · даже друзей нет · друзей тоже нет · нет со мной друзей · нет контакта друзей,
нет,,,,,12885,,курсы «Правое полушарие интроверта» — навигация по школе рисования
нет,,,,,12526,,"блогер Марк Интроверт, мукбанг-ролики"
нет,,,,,11967,,порно
нет,,,,,11895,,телепередача «Я стесняюсь своего тела»
нет,,,,,11792,,"пять ключей, все внутри pomiritsya-s-muzhem-posle-ssory"
нет,,,,,11290,,"игра Sims («воображаемый друг»), новости и порно"
