годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,55626076,,"омоним: install failed guru meditation — ошибка sideloadly, плюс музыка и парфюм Margiela"
нет,,,,,20301540,,"гос- и корпоративное: национальные цели, единый план, целевые показатели"
нет,,,,,20301055,,бизнес-методология достижения целей; живое покрыто dostizhenie-celi
нет,,,,,300877,,"дубль kak-vosstanovit-resurs и hronicheskaya-ustalost; в ключах игры (Русская рыбалка, Симс)"
нет,,,,,201832,,дубль dostizhenie-celi (помечено покрыто)
нет,,,,,124946,,"методология и дерево целей — дубль раздела «Метод целей» в dostizhenie-celi, плюс бизнес"
нет,,,,,83396,,дубль kak-prinyat-i-polyubit-sebya
нет,,,,,81119,,"словарь синонимов и сканворд, темы нет"
нет,,,,,76092,,"склейка лемматизатора: приму у себя дома, приму удар на себя"
нет,,,,,72499,,дубль celi-na-god (помечено покрыто)
нет,,,,,70052,,дубль раздела «Какие цели поставить» в dostizhenie-celi; ключи учебные и корпоративные
нет,,,,,51328,,"юридическая склейка: приняли на себя обязательства, принял на себя должность"
нет,,,,,50212,,"дубль krizis-srednego-vozrasta, krizis-25-let, vozrastnye-krizisy-u-rebenka; ключи — вузовская возрастная психология"
нет,,,,,44502,,"дубль net-celi: нет цели, нет призвания, нет предназначения"
нет,,,,,43199,,дубль navyazchivye-mysli и slovar-ruminaciya — тот же интент народной формулировкой
нет,,,,,40251,,"дубль krizis-srednego-vozrasta-u-muzha; четыре ключа, тема про мужчин"
нет,,,,,40139,,"дубль kak-perezhit-razvod, kak-perezhit-utratu, ne-mogu-otpustit-cheloveka (покрыто)"
нет,,,,,33498,,школьное: сочинение ОГЭ 13.3 по тексту Трифонова
нет,,,,,33434,,дубль раздела «Потерял смысл жизни» в net-celi; остальное — синонимайзеры текста
нет,,,,,32623,,"сканворд, биология (женские гаметы), индуизм и дао — эзотерика; живого ядра в ключах нет"
да,Не хочу ни с кем общаться: что стоит за этим желанием,ne-hochu-obschatsya,Психология,/online,31059,нет желания общаться · нет желания говорить · нет желания отношений · нет желания идти · нет желания что то делать · нет никакого желания · вообще нет желания · нет желания ничего · нет сильных желаний · нет желания без · пока нет желания · нет желания жизни,
нет,,,,,30227,,SEO-инструменты: рерайт и сжатие текста без потери смысла
нет,,,,,29776,,дубль navyazchivye-mysli (помечено покрыто)
нет,,,,,28660,,"песни: «Прости, мама», тексты, аккорды, mp3"
нет,,,,,28491,,дубль abyuzivnye-otnosheniya и slovar-abyuz (помечено покрыто)
нет,,,,,26785,,школьное: сочинение и литературные аргументы по одиночеству
нет,,,,,25744,,дубль раздела «Техника целей» в dostizhenie-celi; в ключах техника безопасности и метание мяча
нет,,,,,24802,,"обрывок формулировки, дубль dostizhenie-celi"
нет,,,,,24063,,дубль snyatie-stressa (помечено покрыто)
нет,,,,,22965,,омоним: админ-абьюз в Roblox (Grow a Garden)
нет,,,,,22580,,"песня «Раз, два, после пяти»"
нет,,,,,22329,,"корпоративное: анализ, критерии и стратегия достижения поставленных целей"
нет,,,,,22248,,пьеса Горького «На дне»
нет,,,,,22241,,омоним: админ-абьюз в Roblox и Adopt Me
нет,,,,,22047,,дубль kak-zabyt-cheloveka (помечено покрыто)
нет,,,,,21948,,"дубль dostizhenie-celi, spisok-del и раздела «Планирование дня» в planirovanie-celey"
нет,,,,,21275,,склейка: пунктуация «в целом» и целые числа
нет,,,,,21260,,"обрывок формулировки, дубль dostizhenie-celi"
нет,,,,,21112,,дубль dostizhenie-celi; ключи — определения из учебников
нет,,,,,20516,,семейное право и педагогика; живое закрыто granicy-s-roditelyami и psihologiya-roditelskih-otnosheniy
нет,,,,,20268,,"учебники и Симс, темы нет"
нет,,,,,20267,,склейка лемматизатора: тест на отцовство + токсичная мать
нет,,,,,20244,,ТВ-шоу «Мужское/Женское» и манхва
нет,,,,,19608,,манхва «Дневник плохих мыслей»
нет,,,,,18117,,склейка и порно-запросы; живое закрыто privyazannost-k-materi и separatsiya-ot-materi
нет,,,,,18058,,дубль chuvstvo-odinochestva; в теме всего два ключа
нет,,,,,16466,,дубль раздела «Способы достижения цели» в dostizhenie-celi; остальное учебное и финансовое
нет,,,,,16357,,"персоналии: медитации Елены, Андрея, Волковой; дубль kak-nachat-meditirovat и vidy-i-tehniki-meditacii"
нет,,,,,15670,,дубль kak-prinyat-i-polyubit-sebya (помечено покрыто)
нет,,,,,15513,,песня Акмаля «Мир нам завидовал»
нет,,,,,15360,,"вузовская методология: цель, метод, средства, результат"
нет,,,,,15195,,"мусор: орфография («обид..вший»), лакорн, открытки «день без обид»"
нет,,,,,15127,,проектное управление: достижение целей проекта
нет,,,,,14638,,"сочинения ОГЭ, песни, дуа от зависти; живое закрыто kak-spravitsya-s-zavistyu и chernaya-i-belaya-zavist"
нет,,,,,14490,,вузовское: цель и методы исследования
нет,,,,,14392,,"склейка «выраженное чувство»; живое закрыто podavlenie-emociy, prozhit-emocii, slovar-aleksitimiya"
нет,,,,,14100,,дубль smart-celi (помечено покрыто)
нет,,,,,13962,,"корпоративное управление, четыре ключа"
нет,,,,,13841,,кроссворд «метод достижения цели 6 букв» плюс дубль dostizhenie-celi
нет,,,,,13692,,"песня плюс осколок темы отношений с матерью, три ключа"
нет,,,,,13084,,"песни, орфография, открытки; живое закрыто kak-otpustit-obidu"
нет,,,,,12965,,"три ключа, дубль net-celi и dostizhenie-celi"
нет,,,,,12783,,корпоративное: общие цели предприятия
нет,,,,,12583,,педагогика: цели и методы обучения
да,Почему пропадают чувства к мужчине и что с этим делать,pochemu-propadayut-chuvstva,Отношения,/artterapy,12490,почему пропадают чувства · почему проходят чувства · почему прошли чувства · почему чувства остаются · почему приходят чувства · почему новые чувства · почему появляются чувства · почему возникает чувство · почему возникают чувства человеку · почему боимся чувств · почему скрывать чувства · почему мужчины свои чувства,
нет,,,,,12446,,"педагогика: цели, формы и методы воспитания"
нет,,,,,12230,,"дубль chuvstvo-opustoshennosti («когда внутри пусто и ничего не хочется»), apatiya, kak-spravitsya-s-apatiey, kak-poborot-len"
нет,,,,,12154,,дубль bessonnica-prichiny и trevozhnaya-bessonnica (помечено покрыто)
нет,,,,,11835,,дубль vybirayu-ne-teh; в ключах песня Дмитриенко и стихи
нет,,,,,11659,,дубль povyshennaya-trevozhnost-u-vzroslyh и prichiny-trevozhnosti; в ключах препараты и шкала CMAS
нет,,,,,11413,,"определение из учебника, дубль dostizhenie-celi"
нет,,,,,11320,,"дубль kak-bystro-usnut и bessonnica-prichiny; препараты, молитвы, фильм Нолана"
нет,,,,,11261,,"склейка из пяти обрывков, дубль kak-vosstanovit-resurs"
нет,,,,,11166,,"три ключа, дубль dostizhenie-celi"
нет,,,,,11140,,дубль perepady-nastroeniya и emocionalnye-kacheli-v-otnosheniyah (помечено покрыто)
нет,,,,,10858,,"дубль podavlenie-emociy, kak-perestat-podavlyat-emocii, slovar-aleksitimiya"
нет,,,,,10847,,игра Horizon Zero Dawn: «восстановите подачу энергии к двери бункера»
нет,,,,,10488,,"склейка лемматизатора: не ту дверь, не выбран код, выбрала не ту школу"
нет,,,,,10394,,"дубль smart-celi, транслитерация того же запроса"
нет,,,,,10332,,склейки инфинитивов; живое закрыто prichinit-obidu «Почему мы обижаемся»
нет,,,,,10278,,дубль celi-na-god и celi-na-novyy-god; в ключах национальные цели
нет,,,,,10174,,шансон «Обиделась жена»
нет,,,,,10093,,дубль giperkontrol «Потребность всё контролировать»; в ключах песня Stepin Fetchit
нет,,,,,10059,,дубль chuvstvo-opustoshennosti
нет,,,,,9946,,корпоративное: ресурсы предприятия и государства
нет,,,,,9911,,"дубль abyuzivnye-otnosheniya, slovar-abyuz, gazlajting; в ключах статья УК и насилие над детьми"
нет,,,,,9705,,"песня, три ключа"
нет,,,,,9588,,"запрос со стороны мужчины: что делать, если девушка обиделась"
нет,,,,,9540,,"школьная психодиагностика: методика Прихожан, коррекция тревожности — клиника у детей"
нет,,,,,9505,,навигационное: медитация без рекламы
нет,,,,,9306,,"три обрывка, темы нет"
нет,,,,,9287,,"персоналии (Луиза Хей, Ракицкий, Балацкая) и эзо-запросы; дубль affirmacii-*"
нет,,,,,9285,,мусор и песни; живое закрыто kak-otpustit-obidu и prichinit-obidu
нет,,,,,9256,,дубль раздела «Нет мечты» в net-celi
нет,,,,,9147,,дубль lichnye-granicy и assertivnost
нет,,,,,9008,,"три ключа, дубль dostizhenie-celi"
нет,,,,,8837,,дубль zavisimost-ot-chuzhogo-mneniya и strah-otverzheniya
нет,,,,,8786,,"соматические жалобы (жар, тяжесть, слабость в теле) — диагностика, запрет ТЗ"
нет,,,,,8490,,"дубль privyazannost-k-materi, separatsiya-ot-materi, psihologiya-roditelskih-otnosheniy, toksichnye-roditeli"
