годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,grustnoe-rasstavanie,,,2669,,"склейка; ключи ведут к видео и подборкам «до слёз», тема покрыта kak-perezhit-rasstavanie.md"
нет,,profilaktika-bullinga,,,2656,,"педагогическая нормативка: планы, программы и занятия по профилактике для школы"
нет,,trevozhnost-hanina,,,2616,,"шкала Спилбергера–Ханина, опросник — диагностика под запретом ТЗ"
нет,,srednyaya-depressiya,,,2603,,"степени тяжести депрессии — диагностика, запрет ТЗ"
нет,,vysokaya-trevozhnost,,,2601,,дубль: povyshennaya-trevozhnost-u-vzroslyh.md
нет,,stress-vygoraniya,,,2601,,"склейка; покрыто vygoranie.md, chto-takoe-stress.md, hronicheskoe-vygoranie.md"
нет,,v-protsesse-vospitaniya-rebenok-tsennosti,,,2565,,склейка лемматизатора; дубль tsennost-vospitaniya-detey.md
да,Самооценка мужчины в отношениях: как она влияет на пару,samootsenka-muzhchiny-v-otnosheniyah,Отношения,/coach,2555,самооценка мужчины в отношениях · самооценка мужчина · завышенная самооценка мужчины · заниженная самооценка у мужчины · поднятие самооценки для мужчин,
нет,,zanizhennaya-samootsenka,,,2550,,"дубль: priznaki-nizkoy-samoocenki.md, kak-povysit-samoocenku.md"
нет,,perehodnyy-vozrast-stendap,,,2535,,"стендап-концерт, не тема"
нет,,karty-na-otnosheniya-s-muzhchinoy,,,2524,,"гадательный расклад («три карты на отношения») — эзотерика, сборка падает"
нет,,devushka-v-otnosheniyah-s-muzhchinoy,,,2515,,склейка; куски покрыты kak-stroit-otnosheniya-s-muzhchinoy.md и otnosheniya-s-muzhchinoy-starshe.md
нет,,kak-perezhit-razvod-s-muzhem,,,2494,,дубль: kak-perezhit-razvod.md
нет,,bulling-podrostkov,,,2442,,дубль: bulling-v-shkole.md; тема подростков переполнена
нет,,psihologicheskoe-vygoranie,,,2435,,дубль: vygoranie.md; часть ключей — поиск услуги психолога
нет,,otritsanie-depressiya-2,,,2432,,"дубль: otritsanie-depressiya.md, stadii-depressii-otritsanie.md"
нет,,samootsenka-lichnosti,,,2367,,дубль: samootsenka-opredelenie.md; в ключах опросник Айзенка
нет,,otnoshenie-s-lyubimym-muzhchinoy,,,2341,,склейка; ключи — поздравления с годовщиной отношений
нет,,muzhchina-s-detmi-otnosheniya-2,,,2334,,дубль: muzhchina-s-detmi-otnosheniya.md
