годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,4532,стесняется трахаться,порнозапросы: сид «стесняться» дал взрослый контент
нет,,,,,4444,стесняется перед,порнозапросы вперемешку со стыдом за тело; эмоциональная часть закрыта prinyatie-tela и stydno-pered-chelovekom
да,Ссора с подругой: как помириться и стоит ли мириться вообще,ssora-s-podrugoy,Отношения,/artterapy,4154,ссора с подругой · ссора с подругой как помириться · ссора с бывшей подругой · ссора лучших подруг · поссорилась с подругой · как помириться с подругой · сильная ссора с подругой · обида на подругу,
да,Где найти друзей взрослой женщине: места и первые шаги,gde-naiti-druzey-vzroslomu,Отношения,/coach,4120,где можно найти друзей · где девушке найти друзей · где люди находят друзей · где можно найти друзей в интернете · где найти друзей взрослому · как начать находить друзей · нет круга общения,
нет,,,,,4095,тест на интроверта,дубль introvert-i-ekstravert и test-tip-temperamenta: куст интроверсии закрыт
нет,,,,,4049,домашнее стесняться,порнозапросы
да,"Как помириться после сильной ссоры, когда виноваты оба",kak-pomiritsya-posle-silnoy-ssory,Отношения,/coach,4029,как помириться после ссоры · как помириться после сильной ссоры · помириться после ссоры · как помириться с человеком · пережить ссору · прекратить ссору · разговор после ссоры · как решить ссору,
да,"Как поддержать разговор, когда не знаешь, о чём говорить",kak-podderzhat-razgovor,Психология,/coach,3823,как поддержать разговор · как поддержать разговор с человеком · как поддержать разговор с девушкой · о чем говорить с человеком · не знаю о чем говорить · неловкая пауза в разговоре · как начать разговор с незнакомым,
да,Сильная ссора с мамой: как пережить и вернуться к разговору,ssora-s-mamoy,Отношения,/artterapy,3806,ссора с мамой · сильная ссора с мамой · ссора с мамой как помириться · поссорилась с мамой · как помириться с мамой после ссоры · ссора с мамой у взрослой дочери,
нет,,,,,3738,день помиримся,"дубль раздела «Как заговорить первой» в na-menya-obidelis-i-molchat; остальное — открытки, молитвы, сериал"
нет,,,,,3657,как люди находят друг друга,"склейка «находят друг друга»: судьба, устройства, эзотерика про предназначение"
да,"Как поддерживать дружбу, когда у всех дети, работа и нет сил",kak-podderzhivat-druzhbu,Отношения,/cards,3646,как поддерживать дружбу · как не потерять дружбу · дружба на расстоянии · дружба после замужества · дружба после родов · друзья сами тебя найдут · нет времени на друзей,
нет,,,,,3590,молодая стесняется,порнозапросы
нет,,,,,3526,порно друга нет дома,порнозапросы
нет,,,,,3428,мама не стесняется,порнозапросы
нет,,,,,3313,поцелуемся и помиримся,открытки и поздравления к дню «Поцелуемся и помиримся»
нет,,,,,3297,найти номер друга,навигационный запрос: поиск телефона и страницы в ВК
нет,,,,,3216,стесняется на камеру,порнозапросы
нет,,,,,3215,не стесняется сына,порнозапросы
нет,,,,,3195,соседская ссора ведьмак,игра «Ведьмак» плюс бытовой конфликт с соседями — не женская эмоциональная самопомощь
нет,,,,,3146,обид mp,склейка «обид»; отпускание обиды закрыто kak-otpustit-obidu и prichinit-obidu
нет,,,,,3015,сказать в ссоре,склейка по предлогу «в ссоре»; что говорить в конфликте закрыто psihologiya-konflikta
нет,,,,,2846,потом стесняться,склейка лемматизатора плюс взрослый контент
нет,,,,,2716,стесняется но дает,порнозапросы
нет,,,,,2510,как начала с девушкой разговор,мужская оптика: знакомство с девушкой и переписка; «девушка отдаляется» тут про партнёршу
нет,,,,,2495,типы интровертов,склейка «сколько» с сериалом «Давай найдём друг друга»; типы интровертов закрыты introvert-i-ekstravert
нет,,,,,2438,а мне нужны скандалы ссоры,"строчка из песни, мем"
нет,,,,,2290,нет друзей и нет врагов,песня Влада Сташевского
нет,,,,,2182,нашел маму друга,порнозапросы и пословица
нет,,,,,2150,стесняться дорн,песня Ивана Дорна
нет,,,,,2105,интроверт мукбанг,"ютуб-блогер, мукбанг"
нет,,,,,2094,от друзей весточки нет,текст песни «От старых друзей весточки нет»
нет,,,,,1988,русский секс стесняется,порнозапросы
нет,,,,,1934,ева мы друга нашли,"склейка лемматизатора, бессмысленные фразы"
нет,,,,,1904,дрочил не стесняясь,порнозапросы
нет,,,,,1900,интроверт и экстраверт кто это простыми словами,дубль introvert-i-ekstravert
нет,,,,,1896,решить ссору,дубль темы «как помириться после ссоры» (строка 7)
нет,,,,,1815,найти друзей геншин,игра Genshin Impact
нет,,,,,1764,стесняюсь но отсосу,порнозапросы
нет,,,,,1718,парень девушка ссора,мужская оптика: ссора с девушкой и бывшей; куст расставаний закрыт
нет,,,,,1696,стесняться приходить,"речевой оборот «приходите не стесняйтесь», не запрос о чувстве"
нет,,,,,1691,найти скрытых друзей,инструмент соцсети: скрытые друзья в ВК
да,"Что делать, если друзей нет вообще: разбор без утешений",net-druzey-chto-delat,Психология,/artterapy,1676,если у человека нет друзей · как жить если нет друзей · нет друзей что делать · у меня нет друзей · почему у меня нет друзей · если нет старых друзей · остался без друзей,
нет,,,,,1662,нет я другу говорю,склейка «нет» с порнозапросами; годный хвост «написать другу или нет» ушёл в строку 54
нет,,,,,1653,интроверт подписка,"сервис по подписке, коммерческий запрос"
нет,,,,,1633,стесняются в рот,порнозапросы
нет,,,,,1613,как помириться с мужем,дубль строк 7 и 57: примирение после ссоры и ссоры с мужем
нет,,,,,1549,можно ли найти друга,дубль строки 4 и 49: поиск друзей
да,"Как подружиться со взрослым человеком, а не остаться знакомыми",kak-podruzhitsya-s-chelovekom,Отношения,/coach,1543,как найти новых друзей · хочу найти новых друзей · найти много новых друзей · как завести друзей · можно ли завести друзей · как подружиться с человеком · как сблизиться с человеком,
нет,,,,,1447,как найти другу девушку,запрос про помощь другу найти девушку — не аудитория
нет,,,,,1404,нет друга а нашел,"пословица «нет друга — ищи, а нашёл — береги»"
нет,,,,,1305,друга найдешь береги,пословица и фильм 1981 года
да,"Хочет помириться, а вы не готовы: можно ли просто не мириться",ne-hochu-miritsya,Отношения,/artterapy,1303,подруга хочет помириться · человек хочет помириться · она хочет помириться · не хочу мириться · стоит ли мириться · мужчина хочет помириться · не готова простить,
да,"Хочу написать первой, но боюсь: как вернуть общение с другом",napisat-pervoy-drugu,Отношения,/coach,1277,найти потерянного друга · как найти потерянного друга · потерял друга как найти · написать другу или нет · страшно написать первой · как возобновить общение · перестали общаться с подругой,
нет,,,,,1277,где люди находят друзей,дубль строки 4: где искать друзей
нет,,,,,1258,как найти лучшего друга,дубль строки 49: как найти близкого друга
да,Постоянные ссоры с мужем: почему по кругу и как выйти из них,postoyannye-ssory-s-muzhem,Отношения,/online,1243,постоянные ссоры с мужем · сильные ссоры с мужем · начались ссоры с мужем · ссоры между мужем и женой · ссоры с мужем каждый день · как перестать ссориться с мужем,
да,Как перестать стесняться людей: застенчивость без ярлыков,kak-perestat-stesnyatsya-lyudey,Психология,/artterapy,1230,как не стесняться людей · стесняюсь других людей · каких людей стесняются · как перестать стесняться · застенчивость · стеснительность что делать · стесняюсь заговорить,
нет,,,,,1159,общих друзей найдено,инструмент ВК «общие друзья» плюс склейки
нет,,,,,1132,с днем рождения ссора,поздравления с днём рождения
нет,,,,,1077,порно жена друга друг нет дома,порнозапросы и грамматика «друг друга через дефис»
нет,,,,,1059,как заводить друзей карнеги,книга Дейла Карнеги — персоналия и издание
нет,,,,,1030,найди потом и его друзья,мультсериал «Том и его друзья»
