годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,smazka-pms,,,100000062,,"омоним: ПМС — полиметилсилоксановая смазка, промышленная химия"
нет,,maslo-pms,,,10000390,,"омоним: силиконовое масло ПМС для вискомуфты, автохимия"
нет,,menopauza,,,502072,,"эндокринология: приливы, БАДы, гормональная терапия, гиперплазия; психологическая часть (принятие возраста) закрыта kak-prinyat-vozrast.md"
нет,,zhidkost-pms,,,100134,,"омоним: полиметилсилоксановая жидкость ПМС, ГОСТ 13032"
нет,,pms-200,,,100058,,омоним: марка силиконовой жидкости ПМС-200
нет,,shopogoliki-tagil,,,96254,,не то направление + навигация: сеть магазинов «Шопоголики» в Нижнем Тагиле
нет,,vitaminy-pri-menopauze,,,50649,,препараты и БАДы — запрет ТЗ на лечение
нет,,vitaminy-posle-menopauzy,,,50435,,препараты и БАДы + склейка лемматизатора «после менопаузы после»
нет,,simptomy-menopauzy,,,50430,,симптомы как чек-лист диагноза — прямой запрет ТЗ
нет,,menopauza-u-zhenschin,,,45989,,"медицина: течение менопаузы, возраст наступления, терапия"
нет,,raspisanie-elektrichek-pms,,,45140,,"омоним: ПМС — путевая машинная станция, расписание электричек"
нет,,pms-simptomy-u-zhenschin,,,40124,,симптомы как чек-лист; «симптомы послеродовой депрессии» закрыты depressiya-posle-rodov.md
нет,,machta-pms,,,24401,,"омоним: мачта ПМС, техника"
нет,,vznos-stran-es-v-byudzhet,,,20269,,"не то направление: бюджет ЕС, макроэкономика"
нет,,pms-klinicheskie-rekomendacii,,,20257,,клинические рекомендации и лечение — прямой запрет ТЗ
нет,,poslerodovye-trusy,,,20255,,"товары для роддома, коммерческий запрос"
нет,,pms-20h,,,20125,,омоним: маркировка силиконовой жидкости
нет,,silikon-pms,,,20068,,омоним: промышленный силикон ПМС
нет,,psihosomatika-bolyat,,,17309,,таблицы Луизы Хей и болезни по органам — псевдомедицина; тема закрыта psihosomatika.md
нет,,menopauza-formula,,,12690,,"БАД «Менопауза Формула», навигация к препарату"
да,Тело после родов: почему оно кажется чужим и как с ним помириться,telo-posle-rodov,Психология,/artterapy,10081,восстановление после родов · восстановление женщины после родов · восстановление мамы после родов · восстановление организма после родов · какое восстановление после родов · время восстановления после родов · послеродовой период женщины · тело после родов · принятие тела после родов,
нет,,poslerodovoy-bandazh,,,9149,,"товары для роддома, коммерческий запрос"
нет,,pms-simptomy,,,8505,,симптомы как чек-лист диагноза — запрет ТЗ
нет,,ledis-menopauza,,,7586,,"БАД Ladies Formula, брендовая навигация"
нет,,pms-rasshifrovka,,,7162,,расшифровка медицинской аббревиатуры; часть интента уходит в pmc-i-nastroenie
нет,,poslerodovoy-period,,,6914,,физиология послеродового периода — медицинская тема
нет,,menopauza-usilennaya,,,6571,,"БАД «Менопауза усиленная формула», брендовая навигация"
нет,,poslerodovye-prokladki,,,6375,,"товары для роддома, коммерческий запрос"
нет,,pochemu-pms,,,5862,,"причины ПМС — физиология и гормоны; психологическая часть («почему накрывает перед циклом») собрана в pmc-i-nastroenie, плаксивость закрыта pochemu-hochetsya-plakat.md"
нет,,endometriy-v-menopauze,,,4471,,"гинекология: толщина эндометрия, гиперплазия"
нет,,poslerodovoe-otdelenie,,,4300,,навигация: устройство роддома
нет,,chto-takoe-pms-u-devushek,,,4300,,определение медицинского термина; интент забирает pmc-i-nastroenie
нет,,odnorazovye-poslerodovye,,,4100,,"товары для роддома, коммерческий запрос"
нет,,pms-za-skolko,,,3878,,"физиология: сроки, фазы цикла, длительность"
нет,,den-menopauzy,,,3832,,календарная дата — Всемирный день менопаузы
нет,,menopauza-vozrast,,,3729,,эндокринология: возрастные нормы; принятие возраста закрыто kak-prinyat-vozrast.md
нет,,gormonalnye-pri-menopauze,,,3624,,гормональная терапия и препараты — запрет ТЗ
нет,,mozhno-li-pri-menopauze,,,3512,,медицинские ограничения и противопоказания
нет,,posle-pms,,,3350,,"склейка лемматизатора, физиология цикла"
нет,,poslerodovaya-zhenschina,,,3236,,физиология плюс психосоматика рака и кисты — медицина; psihosomatika.md уже есть
нет,,boli-pri-menopauze,,,3195,,боли — прямой запрет ТЗ
нет,,boli-pri-pms,,,3064,,боли — прямой запрет ТЗ
нет,,inozitol-pri-menopauze,,,2606,,"БАД, навигация к препарату"
нет,,pms-za-den-do-mesyachnyh,,,2456,,физиология цикла
нет,,mesyachnye-v-menopauze,,,2422,,гинекология: кровотечения в менопаузе
нет,,poslerodovaya-palata,,,2358,,навигация: устройство роддома
нет,,doppelgerc-menopauza,,,2269,,"БАД Doppelherz, брендовая навигация"
нет,,poslerodovoy-simptomy,,,2265,,симптомы как чек-лист — запрет ТЗ
нет,,poslerodovye-vyplaty,,,2185,,социально-юридический запрос про пособия
нет,,emociya-i-telo,,,2078,,"«как эмоции отражаются в теле» закрыто psihosomatika.md, телесное расслабление — relaksaciya-po-dzhekobsonu.md, тревога при беременности — trevozhnost-pri-beremennosti.md"
нет,,pms-ili-beremennost,,,1965,,дифференциальная диагностика: отличить ПМС от беременности
нет,,pri-menopauze-bolit,,,1958,,боли — прямой запрет ТЗ
нет,,poslerodovoe-krovotechenie,,,1932,,"клиника, неотложное состояние"
нет,,menopauza-kakie-analizy,,,1722,,анализы и обследование — запрет ТЗ
нет,,gel-pri-menopauze,,,1707,,"препараты, коммерческий запрос"
нет,,estrogeny-pri-menopauze,,,1702,,гормоны и заместительная терапия
нет,,poslerodovoy-centr,,,1695,,навигация: поиск учреждения
нет,,klimaks-i-menopauza-raznica,,,1588,,"медицинская терминология, разграничение диагнозов"
да,ПМС и настроение: почему перед циклом всё раздражает и злит,pmc-i-nastroenie,Психология,/artterapy,7381,пмс что делать · почему пмс · почему во время пмс · почему перед пмс · пмс и настроение · перепады настроения у девушек · гормоны и настроения · раздражительность перед месячными · что такое пмс у девушек простыми словами · пмс за день до месячных,
нет,,layt-pms,,,1501,,омоним: марка силиконовой жидкости
нет,,test-na-menopauzu,,,1474,,"медицинский тест на ФСГ, диагностика"
нет,,poslerodovaya-beremennost,,,1395,,медицина: фертильность и контрацепция после родов
нет,,vydeleniya-pri-menopauze,,,1372,,гинекология
нет,,lady-formula-menopauza,,,1330,,"БАД Lady Formula, брендовая навигация"
нет,,menopauza-molochnaya-zheleza,,,955,,"медицина, онконастороженность"
нет,,plaksivost,,,937,,дубль: тема закрыта pochemu-hochetsya-plakat.md; остаток ключей — детская клиника
нет,,pri-menopauze-zaberemenet,,,758,,медицина: фертильность
нет,,poslerodovye-oslozhneniya,,,728,,клиника: осложнения после родов
нет,,poslerodovye-rekomendacii,,,724,,медицинские рекомендации после родов
нет,,psihologiya-deneg-chitat,,,624,,не то направление + навигация к книге Моргана Хаузела; установки закрыты otnoshenie-k-dengam.md
нет,,samocennost-lichnosti,,,608,,не то направление; тема закрыта samocennost.md
нет,,smazka-v-menopauze,,,595,,"лубриканты и препараты, коммерческий запрос"
да,Страх перед родами: откуда он берётся и что помогает его выдержать,strah-pered-rodami,Психология,/online,532,роды без страха · страх перед родами · страх родов · боюсь рожать · тревога перед родами · как не бояться родов,
