годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,6510,введение в психологию,"учебник Гиппенрейтер, студенческий интент"
нет,,,,,6459,психология ужаса,"рассказы на Дзене, не тема статьи"
нет,,,,,6360,интересная психология,"обзорный запрос без интента, склейка с «интервенция в психологии»"
нет,,,,,6318,развод не бывшие читать,"онлайн-романы, чтение книг"
нет,,,,,6298,могут ли не отпустить,трудовой кодекс: отпуск и отгулы
нет,,,,,6292,самооценка и уверенность в себе,дубль kak-povysit-samoocenku и uverennost-v-sebe
нет,,,,,6215,психология это наука,учебное: психология как наука
нет,,,,,6205,векторная психология,"система Бурлана, псевдонаучное учение"
нет,,,,,6200,чем разводы помыть,"омоним: разводы на поверхности, уборка"
нет,,,,,6199,пусть говорят умершая,телешоу «Пусть говорят» и поминальные даты
нет,,,,,6170,развод навсегда останешься моей,онлайн-романы
нет,,,,,6100,правильная психология,склейка лемматизатора
нет,,,,,5940,развод мошенников,омоним: мошеннические схемы
да,Не приняли в новом коллективе: как выдержать и что делать,ne-prinyali-v-kollektive,Психология,/coach,5853,не приняли коллеги · не приняли в новом коллективе · нормальные уволятся · токсичный коллектив · как влиться в новый коллектив · не хочу идти на работу из-за коллег,
нет,,,,,5851,потеря мамы,дубль kak-perezhit-smert-mamy из v3-clean-2
нет,,,,,5828,муж уволился,дубль muzh-ne-hochet-rabotat из v3-clean-2
нет,,,,,5823,развод верну тебя любимая,онлайн-романы
да,Конфликт с руководителем: как выдержать и остаться собой,konflikt-s-rukovoditelem,Психология,/coach,5773,конфликт руководителей · конфликт руководитель сотрудники · конфликты руководитель подчиненный · конфликт с начальником · конфликт руководитель коллектив · разрешение конфликта руководителем,
нет,,,,,5738,развод при материнском,юриспруденция: раздел материнского капитала
нет,,,,,5720,развод мое имя,книга Маши Семёновой «Развод. Моё имя на этикетке»
нет,,,,,5690,свадьбы и разводы,"склейка, книжные сюжеты про свадьбу и развод"
нет,,,,,5662,развод предатели читать,онлайн-романы
нет,,,,,5636,связь психологии,учебное: связь психологии с другими науками
нет,,,,,5624,про измену развод,"дубль kak-perezhit-izmenu, в ключах онлайн-книги"
нет,,,,,5393,выготский психология,персоналия: Л. С. Выготский
нет,,,,,5354,разводами бензина,песня Алёны Швец «Разводы бензина»
да,Ребёнок остался с отцом после развода: как быть матери,rebenok-ostalsya-s-otcom,Отношения,/artterapy,5129,ребенок после развода родителей · без ребенка после развода · ребенок с мужем после развода · ребенок остался с отцом · развод после года ребенку,
