годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,razvod-po-amerikanski,,,20064924,,"юриспруденция и кино: регистрация развода, подача заявления, фильм «Развод по-американски»"
нет,,zavist-bogov,,,20004787,,"кино: фильм «Зависть богов» — онлайн, бесплатно, в хорошем качестве"
нет,,voploschenie-revnosti,,,2016821,,"кино: дорама «Воплощение ревности», озвучка и серии"
нет,,krizis-leta,,,2015164,,склейка лемматизатора; в ключах политические и экономические кризисы
да,"Чёрная и белая зависть: что делать, когда завидуешь",chernaya-i-belaya-zavist,Психология,/artterapy,2004603,черная зависть · белая зависть · чувство зависти · суть зависти · зависть подруги · злость зависть · зависть зла · от зависти люди злые · про зависть · завидую завистью · зависть любовь · какой зависти,
нет,,ne-govori-mame-chto-nyanya-umerla,,,1991438,,"кино: фильм «Не говори маме, что няня умерла»"
нет,,chitat-razvod-v,,,503253,,книги: чтение любовных романов про развод онлайн
да,Первый год после развода: как собрать жизнь заново,pervyy-god-posle-razvoda,Отношения,/artterapy,407688,после развода · жизнь после развода · год после развода · после развода кризис · после развода женщина · как начать жизнь после развода · развод новая жизнь после · после развода можно · развод спустя год · развод прошел год,
нет,,bez-razvodov,,,210094,,"омоним: разводы на стекле и натяжном потолке, мытьё окон"
да,Не могу отпустить человека: почему держит и что помогает,ne-mogu-otpustit-cheloveka,Психология,/online,202624,не могу отпустить человека · не могу отпустить бывшего · не могу отпустить любимого · не могу отпустить прошлое · хочу отпустить но не могу · не могу отпустить мужа · не могу отпустить парня · не могу отпустить маму · я не могу тебя отпустить · не могу отпустить ребенка,
нет,,godovschina-smerti-prigozhina,,,202612,,"персоналия и ритуальные услуги: годовщина смерти Пригожина, церковь, кладбище, поминки"
да,Выход из декрета: как вернуться на работу и не сломаться,vyhod-iz-dekreta,Цели и развитие,/coach,202510,выход из декрета · выход из декрета на работу · выход из декрета после · досрочный выход из декрета · день выхода из декрета · выход из декрета после лет · из декрета в декрет без выхода · декрет после выхода из декрета,
нет,,gody-mirovogo-krizisa,,,192985,,"экономика: годы мирового кризиса, Карибский кризис, кризис в СССР"
нет,,chitat-razvod-polnostyu,,,135672,,книги: чтение романов про развод полностью онлайн
нет,,razvod-cherez,,,128101,,"юриспруденция: развод через суд, ЗАГС, МФЦ, документы"
нет,,razvody-pravda,,,120633,,"омоним: «развод» как мошенничество — БАДы, кардиодок, фунгуликс"
нет,,razvod-s-detmi,,,120413,,юриспруденция: документы и порядок развода при детях
нет,,nachalo-novoy-knigi-zhizni,,,113336,,"книги плюс склейка лемматизатора: «начало новой книги жизни, глава»"
нет,,nachat-zhizn,,,104839,,склейка лемматизатора; годный интент забран строкой «начать новую жизнь»
нет,,nachalo-zhizni,,,101169,,"склейка лемматизатора: «начало дня начало жизни», «начало жизни России»"
нет,,socialnaya-psihologiya,,,101065,,"вузовская дисциплина: предмет, группы, «социальная психология изучает»"
нет,,razvod-v-2026,,,92276,,"юриспруденция и статистика: развод в 2026 году, ЗАГС, проценты"
нет,,psihologiya-cheloveka,,,91925,,слишком общая формулировка плюс учебники и книги — статья не вырастает
нет,,klinicheskaya-psihologiya,,,80007,,"вуз: поступление, проходные баллы, факультет, специальность"
нет,,razvod-braka,,,78222,,"юриспруденция: расторжение брака, оформление, свидетельство"
да,Не хочу работать: что стоит за этим и как себе помочь,ne-hochu-rabotat,Психология,/coach,74719,не хочу работать · не хочу идти на работу · не хочу больше работать · я не хочу работать · не хочу на работу · просто не хочу работать · не хочу идти работать · не хочу работать хочу денег · хочу год не работать · не хочу работать мне,
нет,,kak-podat-na-razvod,,,73034,,юриспруденция: куда и как подать заявление на развод
нет,,razvod-s-drakonom,,,68987,,"книги: фэнтези-романы «Развод с драконом», «Развод с генералом драконов»"
нет,,chitat-posle-razvoda,,,62465,,книги: чтение романов «После развода» онлайн
нет,,razvod-suprugov,,,61396,,"юриспруденция: раздел ипотеки и кредитов супругов, согласие на развод"
нет,,posle-razvoda-byvshaya,,,58129,,книги: любовные романы «После развода бывшая»
