годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,303312,,"«подросток в» — обрывок лемматизатора («подросток в», «став подросток», «г подростки»); хвост — порно («ебал подростков», «сиськи подростков») и уголовная хроника («убили подростка»)"
нет,,,,,193378,,"«годы мирового кризиса 1929» — экономика и история: мировой кризис 1929, нефтяные кризисы, Германия и Франция в годы кризиса"
нет,,,,,173447,,"«подростков мальчиков» — порно, плюс мода и витамины: «член мальчика подростка», «модный подросток 2026 мальчик», «витамины для подростка мальчика»"
нет,,,,,169935,,"«подросток девочка» — порно и уголовная хроника (Казань), плюс открытки и дизайн комнаты"
нет,,,,,144187,,"«день рождения подростка» — подарки, открытки, сценарии и торты — коммерческий интент"
нет,,,,,135201,,«группа подростков изнасиловала» — уголовная хроника
нет,,,,,133763,,«секс подростки» — порно
нет,,,,,132960,,«девушки подростки» — порно
нет,,,,,83668,,"«подросток без» — обрывок лемматизатора, интент не читается"
нет,,,,,64276,,"«подростка первый» — обрывок («подростка первый», «русский подросток первый») и порно"
нет,,,,,60365,,"«жизнь женщин после» — обрывок «жизнь после 40/50» — Вордстат срезал цифру, интент рассыпан на здоровье, интим и переезды"
нет,,,,,53633,,«подростки домашнее» — порно
нет,,,,,50217,,"«жизнь мужчин после» — обрывок «жизнь после …», без вопроса"
нет,,,,,50125,,«психология женщин после» — обрывок «психология женщины после 40»; смысловая часть — дубль krizis-srednego-vozrasta.md
нет,,,,,50119,,"«смысл жизни после» — обрывок «смысл жизни после …»; внутри — стихи, песни и книги"
нет,,,,,40173,,«совместная жизнь после» — обрывок «после 20/25 лет совместной жизни»; дубль razvod-posle-20-let-braka.md
нет,,,,,40111,,"«мужская психология в отношении после» — склейка лемматизатора, интент не читается"
нет,,,,,40106,,«изменить жизнь после» — обрывок; дубль kak-nachat-novuyu-zhizn.md
нет,,,,,35529,,"«центр подросток» — поиск учреждений и услуг: центры психического здоровья, интернаты, кружки по городам"
нет,,,,,31274,,"«нормальные подростки» — нормы крови, веса и пульса — медицина; «нормальный подростковый возраст» уже закрыт normalnyy-podrostkovyy-vozrast.md"
нет,,,,,30861,,"«трудные подростки хорошем качестве» — сериал «Трудные подростки»: сезоны, серии, скачать"
нет,,,,,26384,,«школьники подростки» — порно и школьная фотосъёмка
