годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,275,стесняюсь ходить в баню,порнозапросы по сиду «стесняться»; стыд за тело закрыт prinyatie-tela и stydno-pered-chelovekom
нет,,,,,275,молитва сильная на ссору,молитвы и религиозная практика — не наш жанр; работа с обидой закрыта kak-otpustit-obidu
нет,,,,,275,несколько стесняешься,"склейка лемматизатора («на сколько отдаляется луна»); отдаление подруги закрыто podruga-otdalilas, пауза после ссоры — kak-pomiritsya-posle-silnoy-ssory"
нет,,,,,275,тест на тип интроверта,"куст интроверсии закрыт: introvert-i-ekstravert, test-mbti, test-tip-temperamenta; «тест на интроверта» уже отбракован в v5-clean-2 на частоте 4095"
нет,,,,,272,право полушарие интроверта подписка,"школа рисования «Правое полушарие интроверта»: промокоды, подписка, приложение — брендовая навигация"
нет,,,,,271,давние обиды,"дубль kak-otpustit-obidu — статья прямо про обиду, которая копится годами, там же упражнение «Где живёт обида»"
нет,,,,,271,не дал маму в обиду,статусы и цитаты; «проглатывать обиду» закрыто podavlenie-emociy и kak-otpustit-obidu
нет,,,,,267,сестренка стесняется,порнозапросы
нет,,,,,267,не стесняюсь сына хожу голой,порнозапросы
нет,,,,,266,ссора с мужем во сне,сонник; ссора с мужем закрыта pomiritsya-s-muzhem-posle-ssory и postoyannye-ssory-s-muzhem
нет,,,,,265,мужчина стесняется говорить,"видео и «стесняюсь мужчин гинекологов»; живая часть — закрытый молчаливый мужчина — отдана kak-obschatsya-s-introvertom, застенчивость закрыта kak-perestat-stesnyatsya"
да,Мы ссоримся при ребёнке: что он видит и что с этим делать,ssorimsya-pri-rebenke,Детская психология,/artterapy,263,ссоры между родителями · ссоры при ребенке · родители ссорятся при ребенке · ссоры между супругами · ребенок видит ссоры родителей · как мириться при ребенке · ругаемся при ребенке · влияние ссор родителей на ребенка,
нет,,,,,262,брат стесняется перед братом,порнозапросы
нет,,,,,261,сон видеть ссору,"сонник и склейки («максим ссору», «пустить ссору»); «как успокоить ссору» закрыто psihologiya-konflikta"
нет,,,,,258,как пишется слово ссора,орфография: «сора или ссора как пишется»
нет,,,,,257,кто такой интроверт кратко,дубль introvert-i-ekstravert (раздел «Что такое интроверсия и экстраверсия»); отбраковано и в предыдущей волне
нет,,,,,255,застенчивость кроны,ботаника (застенчивость крон деревьев) и книга Зимбардо; застенчивость закрыта kak-perestat-stesnyatsya
нет,,,,,252,ссора свинка,мультфильм «Свинка Пеппа»
