годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,299,я стесняюсь своего тела где,"телепередача «Я стесняюсь своего тела»: выпуски, ведущие, участники; остаток — про тело, не наш формат"
нет,,,,,299,жена стесняется русское домашнее,"порнозапросы целиком, сид «стесняться» тянет их массово"
нет,,,,,299,стесняться добро,склейки лемматизатора и порно; живое («как раскрепоститься и перестать стесняться») закрыто kak-perestat-stesnyatsya
нет,,,,,299,как помириться с парнем после ссоры,"закрыто kak-pomiritsya-posle-silnoy-ssory («Кто делает первый шаг», «Извинение по существу») и pomiritsya-s-muzhem-posle-ssory; «с мамой» — ssora-s-mamoy"
нет,,,,,299,порно девушка друга друг нет дома,порно плюс мелодрамы и песни «давай найдём друг друга»
нет,,,,,299,помиритесь с русскими,"политика, шоу-бизнес, молитвы; «помириться с другом» — ssora-s-podrugoy, «с мамой» — ssora-s-mamoy, «во сне» отдано snitsya-ssora"
нет,,,,,299,обида от неудачи,"склейки лемматизатора, притчи и православие; обида закрыта kak-otpustit-obidu и prichinit-obidu"
нет,,,,,298,не надо стесняться самая любимая,песня и аниме
да,Ссоры со свекровью: как выстроить границы без войны,ssory-so-svekrovyu,Отношения,/coach,298,ссоры со свекровью · ссоры с свекровью · конфликт со свекровью · отношения со свекровью · как общаться со свекровью · свекровь вмешивается в семью · границы со свекровью · муж между мной и свекровью,
нет,,,,,298,небеса как найти друга,"навигация по соцсетям и играм, поиск по имени и почте; «как найти друга» закрыто kak-zavesti-druzey-vzroslomu"
да,"Снится ссора: о чём говорит сон, в котором вы ругаетесь",snitsya-ssora,Психология,/online,298,к чему снится ссора · почему снится ссора · что значит что снятся ссоры · к чему снится ссора с бывшим · к чему снится ссора с любимым · ссора с мамой во сне · ссора с подругой во сне · сон ссора с другом · к чему снится ссора с отцом · к чему снится ссора с родственниками · помириться с бывшим во сне · сон ссора друзей,
нет,,,,,298,все друзья мне говорили найди девушку уже,"песня; «девушка отдаляется» — мужской угол, женская версия отдана muzhchina-otdalilsya"
да,Мужчина отдалился: почему он остыл и что теперь делать,muzhchina-otdalilsya,Отношения,/artterapy,298,он отдаляется что делать · что делать если мужчина отдалился · мужчина стал отдаляться · партнер отдалился · любимый человек отдаляется · избегающий отдалился · человек начал отдаляться · после секса отдаляется · мужчина отдалился · почему мужчина отдаляется · бывший муж отдалился,
нет,,,,,297,можно вк найти друзей,"навигация по соцсетям, играм и приложениям; тема закрыта kak-zavesti-druzey-vzroslomu"
нет,,,,,297,как найти общий язык другом,склейка лемматизатора «найти в другом месте/городе/списке»
нет,,,,,296,дневник обид,"упражнение уже внутри kak-otpustit-obidu («Где живёт обида», «Письмо обидчику, которое не отправят»)"
нет,,,,,296,как научится интересно общаться,"закрыто kak-podderzhat-razgovor («Вопросы, после которых человек говорит дальше») и psihologiya-obscheniya; «неудобно отказать» — kak-nauchitsya-govorit-net; «манипулирую обидой» — na-menya-obidelis-i-molchat"
нет,,,,,295,что написать мужчине после ссоры,"закрыто pomiritsya-s-muzhem-posle-ssory: «Как написать первой и не почувствовать себя униженной», «Что сказать при встрече», «Почему у него и у вас разное время остывания»"
нет,,,,,295,нашел у дочери в друзьях,криминальная тематика и навигация по соцсетям
нет,,,,,295,почему ссоры в отношениях,закрыто psihologiya-konflikta и postoyannye-ssory-s-muzhem («Почему содержание ссоры редко является её причиной»); «почему нет друзей» — net-druzey
нет,,,,,294,молитва чтобы помириться с любимым,религиозные обряды и молитвы
нет,,,,,294,отдалилась на расстояние,"живое отдано muzhchina-otdalilsya; «почему люди отдаляются» уже забрала podruga-otdalilas, «мама отдалилась» — separatsiya-ot-materi и obida-na-rebenka («Обида на взрослого: не звонит, живёт своей жизнью»); остальное про Луну"
нет,,,,,293,алиса найди друзей пожалуйста,"голосовые помощники и школьная тема; «завести друзей» — kak-zavesti-druzey-vzroslomu, «сон ссора друзей» отдано snitsya-ssora"
нет,,,,,293,найду друга по переписке,"сайты знакомств, переписки и игры"
нет,,,,,293,марк интроверт мукбанг 2026,"блогер, навигация по его выпускам"
нет,,,,,293,друг хочет помириться,закрыто ne-hochu-miritsya («Право не мириться существует») и ssora-s-podrugoy («Главный вопрос: а надо ли мириться»)
нет,,,,,292,стесняюсь показывать член,порнозапросы
нет,,,,,292,после ссоры вк,"порно и сериалы; живое («игнор после ссоры», «состояние после ссоры», «написать первой») закрыто kak-pomiritsya-posle-silnoy-ssory («Пауза: сколько и как», «Извинились, а легче не стало») и na-menya-obidelis-i-molchat"
