годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
да,"Муж что-то скрывает: как понять, что происходит, и поговорить",muzh-chto-to-skryvaet,Отношения,/artterapy,19635,муж тайно · муж скрывает переписки · тайные измены мужа · муж тайно изменяет · муж тайно копил на дом · жена скрыла от меня · тайно встречаемся с мужем · врет ли муж · скрытая переписка с другой · муж тайно смотрит,
да,Муж постоянно врёт по мелочам: почему и что с этим делать,muzh-postoyanno-vret,Отношения,/artterapy,5498,муж врет · муж постоянно врет · муж врет жене · почему муж врет · муж нагло врет · лжет жене · изменивший муж врет · бывший муж врет · ложь жене,
да,Дети дерутся между собой: как гасить драки братьев и сестёр,deti-derutsya-mezhdu-soboy,Детская психология,/artterapy,16335,дети дерутся · дети начали драться · два ребенка дерутся · дети дерутся дома · маленькие дети дерутся · где дети дерутся · детям нельзя драться · детям можно драться · взрослые дети дерутся,
да,Читать ли переписку мужа: что стоит за желанием проверить,chitat-li-perepisku-muzha,Отношения,/online,4012,переписка в телефоне мужа · что посмотреть в телефоне мужа · жена смотрит в телефон мужа · залезть в телефон мужа · войти в телефон мужа · что смотреть в телефоне мужа · как найти скрытую переписку · скрытая переписка мужа · узнать скрытые переписки,
да,Не могу доверять: как возвращается доверие после обмана,ne-mogu-doveryat,Психология,/artterapy,5457,не могу доверять · не могу никому доверять · больше не могу доверять · не могу доверять любимому · не могу доверять друзьям · не могу доверять девушкам · человек не может доверять,
да,"Как вернуть доверие после лжи: что делать тому, кто соврал",kak-vernut-doverie,Отношения,/artterapy,4604,как вернуть доверие · как вернуть доверие в отношениях · как вернуть доверие после лжи · как вернуть доверие человека · как вернуть доверие девушки · как вернуть доверие мужчины · как вернуть доверие жены · как вернуть доверие парня · как вернуть доверие подруги · как вернуть доверие в отношениях после лжи · можно ли вернуть доверие · доверие можно вернуть,
да,Не общаюсь с сестрой: почему родные перестают разговаривать,ne-obschayus-s-sestroy,Отношения,/artterapy,3186,не общаться с сестрой · не хочу общаться с сестрой · с родной сестрой не общаемся · не общаться брат с сестрой · не хочу общаться с братом · не общаюсь с родным братом · конфликт с сестрой · конфликт с братом · сестра не общается с мамой · сестра не общается с матерью · не общаюсь с двоюродной сестрой · почему брат с братом не общаются,
да,Ребёнок дерётся и кусается в 1–3 года: как реагировать маме,rebenok-deretsya-i-kusaetsya,Детская психология,/artterapy,2588,ребенок в год дерется · ребенку 2 дерется · ребенок 2 года дерется · ребенок 3 года дерется · ребенок дерется кусается · ребенок год дерется и кусается · почему ребенок в год дерется · ребенок в год дерется что делать · ребенку год дерется как отучить · ребенок 1 год дерется · ребенок два года дерется · как отучить ребенка драться,
да,Вру мужу по мелочам: почему я скрываю и как перестать,vru-muzhu-po-melocham,Отношения,/cards,2490,ложь мужу · лгать мужу · ложь жены мужу · жена врет мужу · жена врет · можно врать людям · врать близким людям · врать любимому человеку · как перестать врать людям · человек врет самому себе,
нет,,,,,2451,как подготовить ребенка · как подготовить ребенка к школе · как подготовить ребенка к саду · как подготовить ребенка к причастию · как подготовить ребенка к огэ · как подготовить ребенка к впр,"подготовка к школе, саду, ОГЭ/ВПР и причастию: школьная педагогика и религия, к отношениям между детьми отношения не имеет"
да,Отношения между братьями и сёстрами: конкуренция и обиды,otnosheniya-mezhdu-bratyami-i-sestrami,Отношения,/artterapy,2222,отношения между братьями · отношения между сестрами · отношения между братом и сестрой · какие отношения между братьями · отношения между сводными сестрами · отношения между сводными братьями · мама любила больше брата · любимчики в семье · не общаюсь с двоюродными братьями · не общаемся с сестрой мужа,
да,Ребёнок дерётся в детском саду: почему и что делать маме,rebenok-deretsya-v-detskom-sadu,Детская психология,/artterapy,3111,ребенок дерется в детском саду · ребенок дерется в саду · ребенок дерется в садике · дети дерутся в детском · почему ребенок дерется · почему ребенок дерется в · ребенок дерется с другими детьми · ребенок дерется в школе · ребенок 4 года дерется · ребенок 5 лет дерется · ребенок 6 лет дерется · ребенок девочка дерется,
да,Почему люди врут: что заставляет близкого человека лгать,pochemu-lyudi-vrut,Психология,/online,2079,почему люди врут · зачем люди врут · человек постоянно врет · почему человек постоянно врет · люди которые постоянно врали · человек все время врет · человек много врет · как называется человек который врет · человек который всегда врет · каждый человек врет · часто люди врут · что делать если человек врет,
нет,,,,,1918,тайная жизнь моего мужа · развод тайная жизнь моего мужа · тайная жизнь моего мужа туманова · читать бесплатно тайная жизнь моего мужа,онлайн-роман Киры Тумановой «Развод. Тайная жизнь моего мужа»: все 26 фраз куста — читать/скачать/аудиокнига
нет,,,,,1808,ложь жене · сыны мужей ложь · ложь бывшей жены,склейка лемматизатора («сыны мужей ложь») плюс дубль темы «Муж постоянно врёт» — ключи перенесены туда
да,"Как понять, что человек врёт: почему признаки обманывают",kak-ponyat-chto-chelovek-vret,Психология,/online,1620,как понять что человек врет · как узнать что человек врет · когда человек врет · куда смотрит человек когда врет · глаза врущего человека · мимика врущего человека · когда человек врет в какую сторону · знаешь что человек врет · что значит человек врет · психология человек врет,
нет,,,,,1381,муж жена порно тайно · муж тайно смотрит порно · измена жен мужьям тайно порно,порнозапросы
нет,,,,,1370,где люди врут · про людей которые врут · врут мужьям секс · часто люди врут · люди врут друг друга,"склейка лемматизатора («где люди врут», «люди врут друг друга») плюс порно; годные хвосты забраны в «Почему люди врут»"
нет,,,,,1352,тайный сын мужа · тайный ребенок мужа · тайный роман моего мужа · тайная любовница мужа,"онлайн-роман: тайный сын, тайная любовница, тайный роман с подчинённым — книжный сюжет, а не запрос читательницы"
нет,,,,,1161,угадай настоящего повара мишлен 6 человек врут,"телешоу «Угадай настоящего повара»; годные хвосты («врать любимому человеку», «мимика врущего человека») забраны в другие темы"
да,Ребёнок бьёт маму: почему он дерётся с родителями и что делать,rebenok-byot-mamu,Детская психология,/artterapy,1116,ребенок дерется с родителями · что делать если ребенок дерется · ребенок дерется с мамой · ребенок не слушается дерется · ребенок истерит дерется · ребенок постоянно дерется · ребенок начал драться · ребенок стал драться · ребенок хочет драться · мать дерется ребенком,
нет,,,,,1016,можно ли скрыть переписку · можно ли в максе скрыть переписку · как скрыть переписку · как скрыть переписку в вк · скрытая переписка в макс,"техническая инструкция по мессенджерам (Max, ВК, телеграм, андроид) — не психология; эмоциональная часть куста ушла в «Читать ли переписку мужа»"
нет,,,,,875,порно тайно от мужа · секс порно тайно от мужа · порно тайно с другом мужа,порнозапросы
