годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,rost-v-podrostkovom-vozraste,,,1437,,Склейка лемматизатора: физиология роста тела у подростков — не наша тема
нет,,depressiya-pered-2,,,1428,,Склейка («перед днём рождения» + «передаётся по наследству») и дубль depressiya-pered
нет,,predstaviteli-bessoznatelnogo,,,1423,,Склейка («предсознательное») и дубль bessoznatelnoe-sostoyanie-cheloveka
нет,,chem-depressiya-otlichaetsya-ot-depressii,,,1413,,Склейка лемматизатора: запрос без смысла
нет,,rasscheplenie-v-psihologii-2,,,1399,,Дубль rasscheplenie-v-psihologii
нет,,dissotsiatsiyu-veschestv,,,1397,,Омоним: химия — диссоциация электролитов
нет,,psihologiya-otnosheniy-chitat,,,1391,,Навигационный запрос: поиск книги читать онлайн бесплатно
нет,,byvshaya-posle-goda-rasstavaniya,,,1389,,"Мужской ракурс + переполненная тема расставания (god-posle-rasstavaniya, byvshego-parnya-posle-rasstavaniya)"
нет,,prihozhan-trevozhnost,,,1387,,Диагностическая методика Прихожан — школьная психодиагностика; запрет ТЗ
нет,,horoshiy-geshtalt,,,1383,,Навигационный запрос: «закрыть гештальт в хорошем качестве» — фильм
нет,,nachalnoe-vospitanie-rebenka,,,1382,,"Педагогика начальной школы, не самопомощь"
нет,,refleksiya-deystviy,,,1370,,Педагогическая рефлексия («внутренний план действий») + дубль refleksiya
нет,,vygoranie-sotrudnikov,,,1359,,"HR-ракурс: работа с выгоранием персонала, не наша читательница"
нет,,emotsionalnoe-vygoranie-simptomy,,,1352,,Симптомы как чек-лист диагноза — запрет ТЗ; дубль kak-ponyat-chto-u-tebya-vygoranie
нет,,analiz-refleksiya,,,1350,,Склейка + педагогическая рефлексия деятельности
нет,,kak-perezhit-rasstavanie-s-chelovekom,,,1349,,Дубль kak-perezhit-rasstavanie
нет,,razvitie-vospitanie-detey-v-igre,,,1345,,"Дошкольная методика: сюжетно-ролевая игра, педагогическая нормативка"
нет,,perenos-v-psihologii-2,,,1344,,Дубль perenos-v-psihologii
нет,,psihologicheskoe-emotsionalnoe-vygoranie,,,1337,,Склейка + дубль vygoranie и profilaktika-emotsionalnogo-vygoraniya
нет,,vygoranie-ustalost,,,1330,,Дубль hronicheskaya-ustalost и kak-ponyat-chto-u-tebya-vygoranie; тема выгорания переполнена (15 статей)
