годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
да,Как помириться после ссоры с мужем и кто пишет первым,pomiritsya-s-muzhem-posle-ssory,Отношения,/coach,181696,после ссоры · как помириться с мужем после ссоры · ссора с мужем · молчать после ссоры · после ссоры не пишет · что сказать после ссоры · мужчина молчит после ссоры · мужчина не пишет после ссоры · примирение с мужем после ссоры · как вести себя после ссоры · после ссоры не общаемся · как написать после ссоры,
да,У меня нет друзей: почему так вышло и что с этим делать,net-druzey,Психология,/online,51856,нет друзей · у меня нет друзей · что делать если нет друзей · почему у меня нет друзей · нет друзей причины · почему у человека нет друзей · в жизни нет друзей · нет друзей и не хочу · нет друзей и нет подруг · нет друзей помогите · пока нет друзей · нет друзей нет никого · если у человека нет друзей · как жить если нет друзей · нет друзей что делать · если нет старых друзей · остался без друзей,
да,"Как начать разговор, когда не знаешь, что сказать человеку",kak-nachat-razgovor,Психология,/online,16468,как начать разговор · как начать разговор с человеком · как правильно начать разговор · как начать разговор первой · как первым начать разговор · как начать разговор в переписке · как начать разговор вопросы · не зная как начать разговор · как лучше начать разговор · как можно начать разговор · как начать разговор с другом · как начать долгий разговор,
да,"Друзей много, а близких нет: почему связи остаются поверхностными",net-blizkogo-druga,Психология,/artterapy,13298,друзей много а друга нет · нет близких друзей · нет настоящих друзей · почему нет лучших друзей · нет дружбы нет друга · про друга которого нет · год как нет друга · нет лучше друга · даже друзей нет · друзей тоже нет · нет со мной друзей · нет контакта друзей,
да,Подруга отдалилась: почему дружба остывает и что с этим делать,podruga-otdalilas,Отношения,/artterapy,10198,отдалились с другом · почему люди отдаляются · отдаляемся друг от друга · начала отдаляться · стали отдаляться · почему отдаляется · начинаю отдаляться · как отдалиться от человека · хочу отдалиться · нужно отдалиться · сильно отдалиться · стал отдаляться,
да,Как перестать стесняться: что делать с застенчивостью,kak-perestat-stesnyatsya,Психология,/online,9752,как перестать стесняться · как перестать стесняться людей · преодоление застенчивости · как побороть стеснение · как побороть застенчивость · социальная застенчивость · чувство застенчивости · как перестать стесняться и стать уверенным · очень стесняюсь людей · почему человек стесняется · почему стеснение · стесняется подойти · как не стесняться людей · стесняюсь других людей · каких людей стесняются · застенчивость · стеснительность что делать · стесняюсь заговорить,
да,У ребёнка нет друзей: чем помочь и когда не стоит вмешиваться,u-rebenka-net-druzey,Детская психология,/artterapy,7143,у ребенка нет друзей · нет друзей в школе · что делать если нет друзей в школе · нет друзей одноклассников · как помочь найти друзей · как завести друзей детям,
да,"Как завести друзей во взрослом возрасте, если круг опустел",kak-zavesti-druzey-vzroslomu,Психология,/online,10789,как завести друзей · как найти друзей · где завести друзей · как завести новых друзей · хочу завести друзей · найду новых друзей · найду друга по интересам · круг друзей найти · найти друзей общаться · как можно найти друзей · почему я не могу найти друзей · что делать если не можешь найти друзей · где можно найти друзей · где девушке найти друзей · где люди находят друзей · где можно найти друзей в интернете · где найти друзей взрослому · как начать находить друзей · нет круга общения,
да,Ссора с подругой: как помириться и стоит ли идти первой,ssora-s-podrugoy,Отношения,/artterapy,10672,как помириться с подругой после сильной · после ссоры с подругой · сильные ссоры с подругой · как помириться с другом · ссора друзей · как помириться после · как помириться после сильной · дружба ссоры · ссора из за непонимания · ссора примирения · слова после ссоры · после долгой ссоры · ссора с подругой · ссора с подругой как помириться · ссора с бывшей подругой · ссора лучших подруг · поссорилась с подругой · как помириться с подругой · сильная ссора с подругой · обида на подругу,
да,Односторонняя дружба: когда пишете и звоните всегда вы,odnostoronnyaya-druzhba,Отношения,/coach,5193,друг то пишет то нет · друг то общается то нет · друг говорит нет времени · друг говорит найди других друзей · один видит друзей другой нет · друга нет в сети · отношения нет друзей,
да,Застенчивый ребёнок: как поддержать и не выталкивать в общение,zastenchivyy-rebenok,Детская психология,/artterapy,5014,ребенок стесняется · почему ребенок стесняется · ребенок стесняется что делать · стеснение ребенка · застенчивость детей · ребенок стесняется мамы · мальчик очень стесняется · девочка стесняется · девочка очень стеснялась,
да,"Как помириться после сильной ссоры, когда виноваты оба",kak-pomiritsya-posle-silnoy-ssory,Отношения,/coach,4029,как помириться после ссоры · как помириться после сильной ссоры · помириться после ссоры · как помириться с человеком · пережить ссору · прекратить ссору · разговор после ссоры · как решить ссору,
да,"Как поддержать разговор, когда не знаешь, о чём говорить",kak-podderzhat-razgovor,Психология,/coach,3823,как поддержать разговор · как поддержать разговор с человеком · как поддержать разговор с девушкой · о чем говорить с человеком · не знаю о чем говорить · неловкая пауза в разговоре · как начать разговор с незнакомым,
да,Сильная ссора с мамой: как пережить и вернуться к разговору,ssora-s-mamoy,Отношения,/artterapy,3806,ссора с мамой · сильная ссора с мамой · ссора с мамой как помириться · поссорилась с мамой · как помириться с мамой после ссоры · ссора с мамой у взрослой дочери,
да,"Как поддерживать дружбу, когда у всех дети, работа и нет сил",kak-podderzhivat-druzhbu,Отношения,/cards,3646,как поддерживать дружбу · как не потерять дружбу · дружба на расстоянии · дружба после замужества · дружба после родов · друзья сами тебя найдут · нет времени на друзей,
нет,"Как подружиться со взрослым человеком, а не остаться знакомыми",kak-podruzhitsya-s-chelovekom,Отношения,/coach,1543,как найти новых друзей · хочу найти новых друзей · найти много новых друзей · как завести друзей · можно ли завести друзей · как подружиться с человеком · как сблизиться с человеком,покрыта разделами написанных: «Как знакомство превращается в дружбу» в kak-zavesti-druzey-vzroslomu и «Из чего складывается близость» в net-blizkogo-druga
да,"Хочет помириться, а вы не готовы: можно ли просто не мириться",ne-hochu-miritsya,Отношения,/artterapy,1303,подруга хочет помириться · человек хочет помириться · она хочет помириться · не хочу мириться · стоит ли мириться · мужчина хочет помириться · не готова простить,
да,"Хочу написать первой, но боюсь: как вернуть общение с другом",napisat-pervoy-drugu,Отношения,/coach,1277,найти потерянного друга · как найти потерянного друга · потерял друга как найти · написать другу или нет · страшно написать первой · как возобновить общение · перестали общаться с подругой,
да,Постоянные ссоры с мужем: почему по кругу и как выйти из них,postoyannye-ssory-s-muzhem,Отношения,/online,1243,постоянные ссоры с мужем · сильные ссоры с мужем · начались ссоры с мужем · ссоры между мужем и женой · ссоры с мужем каждый день · как перестать ссориться с мужем,
да,Тело после родов: почему оно кажется чужим и как с ним помириться,telo-posle-rodov,Психология,/artterapy,10081,восстановление после родов · восстановление женщины после родов · восстановление мамы после родов · восстановление организма после родов · какое восстановление после родов · время восстановления после родов · послеродовой период женщины · тело после родов · принятие тела после родов,
да,ПМС и настроение: почему перед циклом всё раздражает и злит,pmc-i-nastroenie,Психология,/artterapy,7381,пмс что делать · почему пмс · почему во время пмс · почему перед пмс · пмс и настроение · перепады настроения у девушек · гормоны и настроения · раздражительность перед месячными · что такое пмс у девушек простыми словами · пмс за день до месячных,
да,Страх перед родами: откуда он берётся и что помогает его выдержать,strah-pered-rodami,Психология,/online,532,роды без страха · страх перед родами · страх родов · боюсь рожать · тревога перед родами · как не бояться родов,
да,"Деньги в отношениях: чей вклад, чьи траты и почему это ранит",dengi-v-otnosheniyah,Отношения,/artterapy,6446,деньги в отношениях · общий семейный бюджет · правила общего бюджета · общий бюджет в семье · деньги в паре · психология денег в отношениях · кто в семье распоряжается деньгами,
да,Финансовая зависимость от партнёра: каково просить на себя,finansovaya-zavisimost-ot-partnera,Отношения,/online,2209,финансовая зависимость · финансовая зависимость от мужа · финансовая зависимость от партнера · финансовая зависимость женщины · зависимость от мужа в деньгах · просить деньги у мужа,
да,Как назвать свою цену: почему трудно говорить о деньгах за работу,kak-nazvat-svoyu-cenu,Цели и развитие,/coach,3989,как назвать цену · как назвать свою цену · стыд денег · как попросить повышение зарплаты · как просить повышение зарплаты · как правильно попросить повышение зарплаты · неудобно говорить о деньгах,
да,"Импульсивные покупки: почему мы тратим, когда внутри плохо",impulsivnye-pokupki,Психология,/artterapy,2020,импульсивные покупки · импульсивные покупки психология · как перестать тратить деньги · шопоголизм · шопоголизм психология · как перестать покупать ненужное · покупки для настроения,
да,"Страх безденежья: тревога о деньгах, которая не уходит с доходом",strah-bezdenezhya,Психология,/online,838,страх бедности · тревога деньги · тревога из-за денег · страх безденежья · страх остаться без денег · финансовая тревожность,
