годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,,,,8847,,биография и шоу-бизнес: весь хвост — «анна шерлинг личная жизнь · анна ковальчук личная жизнь · анна казючиц личная жизнь»; к теме блога отношения не имеет
нет,,,,,8368,,биография и шоу-бизнес: весь хвост — «матвеев личная жизнь · матвей матвеев личная жизнь · матвей лыков личная жизнь»; к теме блога отношения не имеет
нет,,,,,7681,,"юридическое и обрывки: «право на личную жизнь», «задание на личную жизнь»"
нет,,,,,7370,,биография и шоу-бизнес: весь хвост — «воробьев личная жизнь · личная жизнь воробьева · личная жизнь воробей»; к теме блога отношения не имеет
нет,,,,,7023,,биография и шоу-бизнес: весь хвост — «зиверт биография личная жизнь национальность · акмаль биография личная жизнь национальность · акмаль биография национальность родители личная жизнь»; к теме блога отношения не имеет
нет,,,,,6961,,"фильм «Одинокая женщина желает познакомиться» (1986) и объявления сайтов знакомств: «познакомлюсь с одинокой женщиной», «одинокая женщина желает познакомится бесплатно»"
нет,,,,,6720,,биография и шоу-бизнес: весь хвост — «личная жизнь батурина · батурин личная жизнь · личная жизнь юрия батурина»; к теме блога отношения не имеет
нет,,,,,6624,,"мужская и подростковая оптика: «как парню познакомиться с другим парнем», «как познакомиться с парнем в школе»"
нет,,,,,6568,,биография и шоу-бизнес: весь хвост — «личная жизнь савельева · личная жизнь савельевой · личная жизнь следователя савельева»; к теме блога отношения не имеет
нет,,,,,6454,,биография и шоу-бизнес: весь хвост — «тарханова личная жизнь · личная жизнь тархановой · глафира тарханова личная жизнь»; к теме блога отношения не имеет
нет,,,,,6228,,"порнозапросы: «секс видео одинокие женщины», «одинокие женщины ищущие секс»"
нет,,,,,6063,,обрывок лемматизатора «как познакомиться где познакомиться»; годная часть хвоста ушла в znakomstva-posle-40 и poznakomitsya-pervoy
нет,,,,,5941,,"Габриэль Гарсиа Маркес, «Сто лет одиночества» — литература, не тема"
нет,,,,,5908,,порнозапросы целиком
нет,,,,,5892,,биография и шоу-бизнес: весь хвост — «личная жизнь михалкова · михалков личная жизнь · михальчик личная жизнь»; к теме блога отношения не имеет
нет,,,,,5850,,биография и шоу-бизнес: весь хвост — «гайнутдинов личная жизнь · ильдар гайнутдинов личная жизнь · личная жизнь ильдара гайнутдинова»; к теме блога отношения не имеет
нет,,,,,5659,,биография и шоу-бизнес: весь хвост — «куркова личная жизнь · личная жизнь курковой · личная жизнь равшаны курковой»; к теме блога отношения не имеет
нет,,,,,5646,,дубль написанного: «как познакомиться с мужчиной» закрыто статьями ne-umeyu-znakomitsya (раздел «Где взрослые люди реально знакомятся») и ne-mogu-nayti-muzhchinu
нет,,,,,5616,,"навигация и правописание: «как правильно написать познакомиться», «как написать приятно познакомиться»"
нет,,,,,5614,,биография и шоу-бизнес: весь хвост — «личная жизнь марии порошиной · личная жизнь марии куликовой · личная жизнь марии ароновой»; к теме блога отношения не имеет
нет,,,,,5325,,омоним: «человек-паук как познакомился с Карателем» — комиксы
нет,,,,,5047,,биография и шоу-бизнес: весь хвост — «личная жизнь панфилова · панфилов личная жизнь · личная жизнь эллы панфиловой»; к теме блога отношения не имеет
нет,,,,,5038,,биография и шоу-бизнес: весь хвост — «биланов личная жизнь · билан личная жизнь · дима билан личная жизнь»; к теме блога отношения не имеет
нет,,,,,4966,,биография и шоу-бизнес: весь хвост — «личная жизнь чеботиной · чеботина личная жизнь · личная жизнь люси чеботиной»; к теме блога отношения не имеет
нет,,,,,4865,,биография и шоу-бизнес: весь хвост — «петр дранг личная жизнь · петр дранга личная жизнь · петр толстой личная жизнь»; к теме блога отношения не имеет
нет,,,,,4827,,"фильм «Хочу замуж» 2022: «хочу замуж 2022 бесплатно», «хочу замуж онлайн 2022»"
нет,,,,,4823,,биография и шоу-бизнес: весь хвост — «дарья морозов личная жизнь · дарья мороз личная жизнь · дарья мельникова личная жизнь»; к теме блога отношения не имеет
нет,,,,,4772,,биография и шоу-бизнес: весь хвост — «симоньян личная жизнь · симонов личная жизнь · маргарита симоньян личная жизнь»; к теме блога отношения не имеет
нет,,,,,4754,,"склейка «с другом» / «друг с другом»: «как познакомились с друг другом», «как познакомиться в другом городе»"
нет,,,,,4612,,биография и шоу-бизнес: весь хвост — «прохоров личная жизнь · личная жизнь прохора · прохор шаляпин личная жизнь»; к теме блога отношения не имеет
нет,,,,,4512,,"склейка «мужчина одиноких женщин»; хвост — объявления знакомств, годная часть ушла в silnye-zhenschiny-odinoki"
нет,,,,,4392,,биография и шоу-бизнес: весь хвост — «меньшова личная жизнь · личная жизнь меньшовой · личная жизнь юлии меньшовой»; к теме блога отношения не имеет
нет,,,,,4048,,биография и шоу-бизнес: весь хвост — «ирина пегова личная жизнь · ирина горячева личная жизнь · ирина безрукова личная жизнь»; к теме блога отношения не имеет
нет,,,,,3865,,биография и шоу-бизнес: весь хвост — «воробьев биография личная жизнь · воробей биография личная жизнь · жизнь воробьева биография личная»; к теме блога отношения не имеет
нет,,,,,3823,,биография и шоу-бизнес: весь хвост — «петров личная жизнь жена · бондаренко личная жизнь жена · станислав бондаренко личная жизнь жена»; к теме блога отношения не имеет
да,Познакомиться первой: можно ли женщине подойти самой,poznakomitsya-pervoy,Отношения,/cards,8139,как познакомиться первой · как женщине познакомиться с мужчиной · как девушке познакомится первой · как предложить познакомиться · как решиться познакомиться · как найти женщину и познакомиться · как познакомиться и поговорить · как можно женщинам познакомиться · как познакомится женщиной для отношений · как понять что хотят познакомиться,
нет,,,,,3754,,биография и шоу-бизнес: весь хвост — «соколов личная жизнь · соколовский личная жизнь · личная жизнь сокола»; к теме блога отношения не имеет
нет,,,,,3712,,биография и шоу-бизнес: весь хвост — «полищук личная жизнь · цигаль полищук личная жизнь · мариэтта полищук личная жизнь»; к теме блога отношения не имеет
нет,,,,,3711,,"школа: «как учителю познакомиться с классом», «как познакомиться с 5 классом»"
нет,,,,,3670,,биография и шоу-бизнес: весь хвост — «ольга скабеева личная жизнь · ольга погодина личная жизнь · ольга красько личная жизнь»; к теме блога отношения не имеет
нет,,,,,3633,,"склейка «личная гигиена» + «образ жизни» — гигиена, не психология"
нет,,,,,3596,,биография и шоу-бизнес: весь хвост — «биография чеботиной личная жизнь · чеботина биография личная жизнь · биография люси чеботиной личная жизнь»; к теме блога отношения не имеет
нет,,,,,3594,,биография и шоу-бизнес: весь хвост — «лосева олеся биография и личная жизнь · олеся иванченко биография личная жизнь · фото биография личная жизнь олеся»; к теме блога отношения не имеет
нет,,,,,3547,,"склейка «хочет выдать замуж»: в хвосте вперемешку дочь, мать, сестра, «хочет замуж за богатого» и порно; годная часть ушла в ne-hochu-zamuzh"
нет,,,,,3385,,"дорама «Хитрость одинокой женщины» и порно: «одинокой женщины русская озвучка», «одинокие русские женщины домашнее»"
нет,,,,,3371,,биография и шоу-бизнес: весь хвост — «личная жизнь семеновых · личная жизнь семеновой · семенович личная жизнь»; к теме блога отношения не имеет
нет,,,,,3269,,биография и шоу-бизнес: весь хвост — «куркова биография личная жизнь · биография равшаны курковой личная жизнь · равшана куркова биография личная жизнь»; к теме блога отношения не имеет
нет,,,,,3244,,"речевой этикет и английский: «как пишется приятно познакомиться», «как будет на английском приятно познакомиться»"
нет,,,,,3209,,биография и шоу-бизнес: весь хвост — «личная жизнь прилучного · прилучный личная жизнь · личная жизнь павла прилучного»; к теме блога отношения не имеет
нет,,,,,3127,,фильм «Одинокая женщина с ребёнком» (2007) плюс юридическое усыновление: «можно усыновить ребенка одинокой женщине в россии»
нет,,,,,3107,,"словарное «личная жизнь значение» — поисковый интент справочный, статьи не даёт"
нет,,,,,3088,,биография и шоу-бизнес: весь хвост — «александр рогов личная жизнь · александров рогов личная жизнь · личная жизнь александра рогова»; к теме блога отношения не имеет
нет,,,,,3085,,"детская и мужская оптика: «как мальчику познакомиться с девочкой», «как познакомиться с девочкой в школе»"
нет,,,,,3068,,дубль написанного — chuvstvo-odinochestva («испытывают чувство одиночества» там уже ключ)
нет,,,,,2964,,обрывок «одинокая женщина без»; хвост распался на «без детей» (ушло в hochu-rebenka-no-net-otnosheniy) и «без регистрации» — сайты знакомств
нет,,,,,2945,,биография и шоу-бизнес: весь хвост — «алексей воробьев личная жизнь · личная жизнь алексея воробьева · алексей воробей личная жизнь»; к теме блога отношения не имеет
нет,,,,,2881,,биография и шоу-бизнес: весь хвост — «симонов биография личная жизнь · симоньян биография и личная жизнь · маргарита симоньян биография и личная жизнь»; к теме блога отношения не имеет
да,Знакомства после 40: где и как женщине встретить мужчину,znakomstva-posle-40,Отношения,/coach,4144,знакомства после 40 · как познакомиться с мужчиной постарше · как познакомиться в 50 · женщине 50 как познакомиться · знакомства после 40 лет · как познакомиться после 50 · как познакомиться в возрасте · как познакомиться после 40 · знакомства серьезные после 40 · знакомство для серьезных отношений после 40 · как познакомиться в 40 · знакомства женщинами после 40,
нет,,,,,2849,,биография и шоу-бизнес: весь хвост — «большова личная жизнь · личная жизнь большовой · личная жизнь анны большовой»; к теме блога отношения не имеет
нет,,,,,2812,,биография и шоу-бизнес: весь хвост — «биография марии захаровой личная жизнь · биография марии куликовой личная жизнь · биография марии порошиной личная жизнь»; к теме блога отношения не имеет
нет,,,,,2796,,"правописание: «познакомимся как пишется», «как пишется слово познакомиться»"
нет,,,,,2745,,дубль написанного — kak-zavesti-druzey и net-blizkogo-druga
нет,,,,,2662,,"школьная литература: «тема произведения одиночество», «одиночество автор произведения»"
нет,,,,,2637,,биография и шоу-бизнес: весь хвост — «мулин личная жизнь · иван мулин личная жизнь · личная жизнь ивана мулина»; к теме блога отношения не имеет
нет,,,,,2570,,биография и шоу-бизнес: весь хвост — «александр каштанов личная жизнь · александра каштанова личная жизнь · личная жизнь александры каштановой»; к теме блога отношения не имеет
да,Знакомства в интернете: почему переписка не доходит до встречи,znakomstva-v-internete,Отношения,/online,6500,как познакомиться в интернете · как познакомиться по переписке · как познакомиться на сайте знакомств · как познакомиться в вк · как познакомиться онлайн · как можно познакомиться в интернете · как познакомиться в одноклассниках · как познакомиться в соц сетях · как познакомиться в живую · как познакомиться в интернете что написать,
нет,,,,,2488,,сказка и сервис Mail.ru: «хотела замуж за принца майл ру»
нет,,,,,2440,,"эзотерика и молитвы: «сильная молитва от одиночества», «сильные молитвы от одиночества для женщины»"
нет,,,,,2392,,песня Кикабидзе «Встретились два одиночества»
нет,,,,,2378,,"речевой этикет: «как ответить на давай познакомимся», «как ответ на вопрос познакомимся»"
нет,,,,,2235,,биография и шоу-бизнес: весь хвост — «польна личная жизнь · ева польна личная жизнь · личная жизнь евы польной»; к теме блога отношения не имеет
нет,,,,,2172,,дубль написанного — chuvstvo-odinochestva («почему оно не уходит») и kak-perestat-boyatsya-odinochestva
нет,,,,,2156,,сериал: «королева одиночества сколько серий»
нет,,,,,2079,,"школьная программа: Лермонтов, «одиночество в лирике», «мотив одиночества»"
да,Виды одиночества: чем социальное отличается от внутреннего,vidy-odinochestva,Психология,/online,7290,социальное одиночество · тип одиночества · уровень одиночества · одиночество изоляция · одиночество норма · одиночество это эмоция · субъективное ощущение одиночества · одиночество определение · вынужденное одиночество · формы одиночества · внутреннее одиночество это,
нет,,,,,1906,,"обществознание и рефераты: «одиночество является социальной проблемой», «проблема одиночества в современном обществе» — годная часть ушла в vidy-odinochestva"
да,Год нет отношений: что делает с человеком долгая пауза,davno-net-otnosheniy,Отношения,/artterapy,9235,год нет отношений · нет отношений что делать · нет отношений причины · почему у меня нет отношений · долго нет отношений · нет отношений 2 года · 5 лет нет отношений · 3 года нет отношений · 10 лет нет отношений · давно нет отношение · годами нет отношений что делать · давно одинокая женщина,
нет,,,,,1806,,обрывок «как понять познакомиться»
нет,,,,,1792,,"изложения ОГЭ: «сжатое изложение одиночество», «изложение 9 класс одиночество»"
нет,,,,,1552,,речевой шаблон переписки: «привет как дела познакомимся»
нет,,,,,1346,,обрывок лемматизатора «почему как познакомиться»
нет,,,,,1255,,"склейка: «образование и одиночество», «одиночество образ жизни» — три разных интента в одной теме"
нет,,,,,1254,,юридическое и медицинское: усыновление и ЭКО одинокой женщиной
нет,,,,,1214,,"сериал и книга «Сто лет одиночества»: даты выхода, число страниц"
нет,,,,,1181,,фильм: «хочу замуж бесплатно в хорошем качестве»
нет,,,,,1025,,"школьная программа: Бунин, Пушкин, «анализ стихотворений одиночество»"
да,Не хочу замуж: почему это нормально и что отвечать близким,ne-hochu-zamuzh,Самопознание,/cards,7438,почему я не хочу замуж · женщины не хотят замуж · девушка не хочет замуж · не хочу замуж боюсь · дочь не хочет замуж · не хочу замуж и детей · почему не хочешь выйти замуж · красавицы замуж не хотят · не хочу замуж хочу жить · хочу ли я замуж · понять что хочешь замуж · не хочу замуж хочу отношения,
да,Одиночество среди людей: почему пусто даже в компании,odinochestvo-sredi-lyudey,Психология,/artterapy,5099,пустота и одиночество · одиночество в мире людей · одиночество человека в обществе · одиночество современного человека · одиночество непонимание · одиночество вокруг людей · чужие одиночества · одиночество никто не понимает · одиночество маленького человека · одиночество в обществе современного человека · шумное одиночество · одиночество отвергнутого человека,
нет,,,,,723,,дорама «Хитрость одинокой женщины»
нет,,,,,635,,сериал «Школа выживания от одинокой женщины с тремя детьми»
нет,,,,,617,,"тот же интент, что и у «женщины не хотят замуж» — сведено в ne-hochu-zamuzh"
нет,,,,,612,,правописание: «познакомится или познакомиться как правильно»
нет,,,,,588,,"школьная программа: «тема одиночества в лирике», «мотивами лирики»"
нет,,,,,578,,шоу-бизнес: Зендая и Том Холланд
нет,,,,,569,,обрывок «замуж хочешь 2»; хвост — книга «Замуж хочешь» и «алиса замуж хочешь»
нет,,,,,550,,мужская оптика: «как познакомиться с девушкой первые фразы»
нет,,,,,536,,"методика: шкала одиночества Рассела — диагностика, запрет ТЗ"
нет,,,,,527,,"песни и цитаты: «любовь это разлука с одиночеством», «грусть любовь одиночество»"
нет,,,,,484,,шаблон школьного сочинения: «одиночество является одной из наиболее актуальных»
нет,,,,,474,,"педагогика: «как воспитателю познакомиться с детьми», «как познакомиться с детьми в саду»"
нет,,,,,459,,объявления знакомств: «одинокие женщины для встречи»
нет,,,,,449,,склейка «замуж за русского» — сайты знакомств и иностранцы
нет,,,,,350,,дубль написанного — boyus-ostatsya-odna и kak-perestat-boyatsya-odinochestva
нет,,,,,342,,медицинское: ЭКО для одиноких женщин — запрет ТЗ
нет,,,,,306,,словарное определение без интента самопомощи; годная часть ушла в vidy-odinochestva
нет,,,,,249,,шоу-бизнес: Евгения Медведева и Ильдар Гайнутдинов
да,Мне нравится быть одной: когда одиночество — это выбор,mne-nravitsya-byt-odnoy,Самопознание,/cards,15995,любящая одиночество · хочу одиночества · одиночество это хорошо · предпочитают одиночество · радость одиночества · человек выбравший одиночество · нравиться одиночество · одиночество лучше людей · одиночество это свобода · почему выбираю одиночество · комфортное одиночество · потребность в одиночестве,
да,Одиночество матери: почему с ребёнком бывает так одиноко,odinochestvo-materi,Психология,/artterapy,1922,одиночество мамы · одиночество матери · одиночество девушки почему,
да,Боюсь одиночества в старости: как жить с этой мыслью сейчас,odna-v-starosti,Психология,/coach,4591,возраст одиночества · одинокие женщины 60 лет · одинокая женщина в возрасте · одиночество в старости · старая одинокой женщине · одинокие женщины за 50 · позднее одиночество · одиночества пожилых людей · что ждет одинокую женщину,
да,"Хочу ребёнка, а отношений нет: как быть с этим выбором",hochu-rebenka-no-net-otnosheniy,Самопознание,/coach,3976,нет отношений нет детей · хочу ребенка и выйти замуж · одинокая женщина без детей · одиночество без детей · рожать не хочет замуж не хочет · хочу замуж и родить ребенка,
да,Нет опыта отношений в тридцать: с чего начать без стыда,net-opyta-otnosheniy,Отношения,/online,2683,нет отношений вообще · всю жизнь нет отношений · нет отношений в 20 · нет отношений в 30 · девушки у которых нет отношений · 25 нет отношений · люди у которых нет отношений · психология нет отношений · нет опыта отношений,
да,"Ни работы, ни отношений: когда кажется, что жизнь не началась",ni-raboty-ni-otnosheniy,Психология,/coach,5314,нет работы нет отношений · нет любви нет отношений · нет друзей и отношений · нет общения нет отношений · нет квартиры нет отношений · нет денег не отношений · нет внешности нет отношений,
