годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,privyazannost-k-sobake,,,549,,"запрос про поведение собаки и кроссворд, не про читательницу"
нет,,kak-izbavitsya-ot-stressa-i-trevogi,,,543,,дубль интента: kak-spravitsya-s-trevogoy.md + snyatie-stressa.md
да,Чем опасна постоянная тревожность и о чём она говорит,chem-ploha-trevozhnost,Психология,/artterapy,539,чем плоха тревожность · тревожность с чем связано · тревожность о чем говорит · постоянная тревожность,
да,Копинг-стратегии: как мы справляемся со стрессом на самом деле,koping-voprosy,Словарь,/artterapy,538,копинг это · копинг это в психологии · копинг стресса · копинг механизм · копинг совладание · эмоциональные копинги · социальный копинг · адаптивный копинг · активный копинг · копинг поведение в стрессовых ситуациях · пример копинга · особенности копинга,
нет,,formuly-ratsionalizatsii,,,537,,ключи про рационализацию производства и математику; психология закрыта темой ratsionalizatsiya-v-psihologii
да,Как меняется мышление подростка и почему с ним трудно,myshlenie-podrostkovyy-vozrast,Детская психология,/artterapy,534,мышление в подростковом возрасте · развитие мышления в подростковом возрасте · какое мышление в подростковом возрасте · мышление подростка,
нет,,detskiy-oblast-psiholog,,,533,,склейка лемматизатора + навигационный поиск детского психолога
нет,,nagoski-vygoranie,,,532,,"ищут книгу Нагоски, а не статью"
нет,,psihicheskoe-vygoranie,,,530,,"дубль vygoranie.md, тот же интент"
да,"Пять стадий принятия: отрицание, гнев, торг, депрессия",stadii-depressii-otritsanie,Психология,/artterapy,528,стадии отрицание торг депрессия · отрицание гнев торг депрессия принятие · стадии депрессии отрицание принятие · пять стадий принятия,
нет,,sotsialnaya-trevozhnost-zastenchivost,,,527,,дубль socialnaya-trevozhnost.md; в ключах шкала Либовица
да,Бессознательное простыми словами: что это и как проявляется,bessoznatelnaya-opredelenie,Словарь,/cards,525,бессознательное это простыми словами · определение бессознательного · значение бессознательного · коллективное бессознательное простыми словами,
нет,,kak-vyyti-iz-depressii-sovety,,,525,,дубль kak-vyyti-iz-depressii.md
нет,,kognitivnaya-terapiya-depressii,,,524,,лечение депрессии — запрет ТЗ; КПТ закрыта kpt-chto-eto.md
нет,,geshtalt-genshin,,,522,,про игру Genshin Impact
нет,,geshtalt-chitat,,,521,,ищут книгу «Закрыть гештальт» онлайн
да,"Как сказать о расставании: разговор, который страшно начать",pishem-parnyu-rasstavaniya,Отношения,/artterapy,519,как сказать парню о расставании · написать парню о расставании · как сказать о расставании,
нет,,profilaktika-bullinga-v-shkole,,,517,,педагогическая нормативка: план и программа профилактики для школы
да,Возрастная психология ребёнка: что происходит в каждом возрасте,detskaya-vozrastnaya-psihologiya,Детская психология,/artterapy,517,детская возрастная психология · возрастная психология ребенка · психология развития ребенка по возрастам · детская психология по возрастам,
нет,,perezhivanie-rasstavaniya,,,514,,дубль kak-perezhit-rasstavanie.md; в ключах песня
нет,,rasslablennaya-privyazannost,,,514,,"склейка: такого типа привязанности нет, кластер закрыт tipy-privyazannosti.md"
нет,,psihicheskaya-deprivatsiya,,,514,,дубль slovar-deprivaciya.md; ключи про депривацию у детей — клиника
нет,,metody-kakie-vospitaniya-rebenka,,,514,,склейка + дубль tipy-vospitaniya-detey.md
нет,,trahnul-posle-rasstavaniya,,,504,,"мусорный запрос, не тема блога"
нет,,novye-refleksii-uroka,,,504,,"школьная методика «рефлексия на уроке», не психологическая рефлексия"
нет,,geshtalt-vyrazheniya,,,503,,дубль slovar-geshtalt.md: спрашивают значение выражения
нет,,izmena-posle-rasstavaniya,,,502,,склейка «изменил/изменилась»; тема закрыта kak-perezhit-izmenu.md
да,Истерика у ребёнка 2–3 лет: что делать и как не сорваться,u-rebenka-isterika-chto-delat-2,Детская психология,/artterapy,501,истерики у ребенка 2 года что делать · истерики у ребенка 3 года что делать · как остановить истерику у ребенка · у ребенка истерика как справляться · истерика у ребенка что делать,
нет,,v-v-boyko-emotsionalnoe-vygoranie,,,500,,диагностическая методика Бойко + поиск автора
нет,,pozdravlenie-s-otnoshenie-s-muzhchinoy,,,498,,"ищут тексты поздравлений, не психологию"
нет,,katarsis-yakovleva,,,498,,навигационный: адрес заведения «Катарсис» на улице Яковлева
нет,,matritsa-ot-depressii,,,497,,эзотерика: матрицы Гаряева
нет,,gormon-trevozhnosti,,,496,,"медицинский вопрос про гормоны, вне компетенции блога"
нет,,detskiy-semeynyy-psiholog,,,495,,навигационный: поиск услуги психолога
нет,,dissotsiatsiya-gidroksidov,,,493,,"химия: электролитическая диссоциация, не психология"
нет,,lichnoe-vygoranie,,,493,,дубль vygoranie.md
нет,,emotsionalnye-kacheli-pochemu,,,492,,дубль perepady-nastroeniya.md и emocionalnye-kacheli-v-otnosheniyah.md
