годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,аффирмации на деньги,,Медитации и практики,/online,8422,,"эзотерика: «аффирмации на деньги» — привлечение денег, эзо-фильтр сборки; куст аффирмаций закрыт (7 статей)"
нет,завидую бывшей,,Отношения и близость,/artterapy,8364,,"куст зависти закрыт: kak-perestat-zavidovat, chernaya-i-belaya-zavist, chuzhaya-zavist, slovar-zavist; хвост ключей — песни, Сальери, цитата из Библии"
да,"Забота о себе: почему на неё не остаётся ни сил, ни права",zabota-o-sebe-dlya-zhenshchiny,Самопознание,/artterapy,8326,забота о себе · забота о себе для женщины · психологическая забота о себе · забота о себе включает · формы заботы о себе · день заботы о себе · забота о себе и о людях · забота о себе и других · забота о самом себе · забота о себе забота о семье · забота о себе после · забота о себе здоровье,
нет,действия для достижения целей,,"Цели, привычки, продуктивность",/coach,8241,,"бизнес-абстракция: «совокупность действий, направленных на достижение целей»"
нет,цель на 2024 год,,"Цели, привычки, продуктивность",/coach,8240,,дубль celi-na-god и celi-na-novyy-god + нацпроекты «цели России на 2024 год»
нет,для достижения цели необходимо,,"Цели, привычки, продуктивность",/coach,8239,,методичка курсовой: «для достижения цели необходимо решить задачи»
нет,как не сдаваться,,"Цели, привычки, продуктивность",/coach,8212,,покрыто разделом «Как не сдаваться при достижении цели» в dostizhenie-celi; половина ключей — орфография «не сдавайся как пишется»
нет,цели на учебный год,,"Цели, привычки, продуктивность",/coach,8189,,"педагогическая нормативка: цели ДОУ, учителя, классного руководителя на учебный год"
нет,страх за будущее,,Тревога и депрессия,/artterapy,8131,,дубль strah-budushchego
нет,нет смысла в жизни,,Тревога и депрессия,/artterapy,8029,,"дубль net-celi (разделы «Как найти смысл жизни», «Потерял смысл жизни»); ключи — строки песен"
нет,отношения между родителями,,Отношения и близость,/artterapy,7739,,педагогика и школьное сочинение «отношения между родителями и детьми»
нет,человек принимает себя,,Самооценка и личность,/artterapy,7628,,склейка лемматизатора «принимает на себя обязательства» + порно-мусор; принятие себя закрыто kak-prinyat-i-polyubit-sebya
нет,человек понимающие чувства,,Эмоции и состояния,/artterapy,7603,,"«понимать чувства других» закрыто empatiya и emocionalnyy-intellekt, «понять свои чувства» — prozhit-emocii"
нет,после переедания,,Выгорание и работа,/coach,7553,,"медицина: боли, рвота, отёки после переедания; психологическая часть закрыта zaedanie-emocij"
нет,эффективное достижение целей,,"Цели, привычки, продуктивность",/coach,7508,,менеджмент: показатели и критерии эффективности достижения целей
нет,почему выбираем не тех,,Отношения и близость,/artterapy,7401,,дубль vybirayu-ne-teh; ключи — стих Вани Дмитриенко
нет,стала стыдно,,Эмоции и состояния,/artterapy,7356,,"склейка лемматизатора «стала стыдно» + мусор; стыд закрыт kak-izbavitsya-ot-styda, stydno-za-sebya, kak-spravitsya-so-stydom, slovar-styd"
нет,виды достижения целей,,"Цели, привычки, продуктивность",/coach,7251,,проектное управление: этапы и степень достижения целей проекта
нет,обучение достижению целей,,"Цели, привычки, продуктивность",/coach,7173,,дидактика: цели обучения
нет,цель методов воспитания,,"Цели, привычки, продуктивность",/coach,6938,,педагогика: цели и методы воспитания
нет,метод управления целями,,"Цели, привычки, продуктивность",/coach,6889,,менеджмент: управление по целям
нет,достижения стратегических целей,,"Цели, привычки, продуктивность",/coach,6775,,бизнес: стратегические цели предприятия
нет,программы достижения целей,,"Цели, привычки, продуктивность",/coach,6753,,бизнес: программа достижения целей как документ
нет,достижение цели жизни,,"Цели, привычки, продуктивность",/coach,6738,,дубль dostizhenie-celi
нет,оценка достижения целей,,"Цели, привычки, продуктивность",/coach,6672,,бизнес: критерии оценки достижения целей
нет,мероприятие достижение целей,,"Цели, привычки, продуктивность",/coach,6587,,бизнес: план мероприятий по достижению целей
нет,зачем дала себя ты полюбить виа,,Самооценка и личность,/artterapy,6567,,песня ВИА «зачем дала себя ты полюбить»; хвост «почему я себе не нравлюсь» закрыт kak-prinyat-i-polyubit-sebya
нет,цель найти работу,,"Цели, привычки, продуктивность",/coach,6510,,«цель найти работу» покрыто kak-smenit-rabotu и smena-professii-vzroslym; остальное — теория вероятностей «найти вероятность поражения цели»
нет,план целей на год,,"Цели, привычки, продуктивность",/coach,6495,,дубль разделов «План целей на год: шаблон» (celi-na-god) и «Таблица целей на год» (celi-na-novyy-god)
нет,про абьюзеров,,Отношения и близость,/artterapy,6491,,"куст абьюза закрыт: abyuzivnye-otnosheniya, priznaki-otnosheniya-s-abyuzerom-muzhchinoy, slovar-abyuz"
нет,достижение экономических целей,,"Цели, привычки, продуктивность",/coach,6444,,экономика
нет,у самурая нет цели,,"Цели, привычки, продуктивность",/coach,6332,,"мем-цитата «у самурая нет цели, только путь»"
нет,медитации агеева,,Медитации и практики,/online,6330,,персоналия: медитации Михаила Агеева
нет,метод проектов цели,,"Цели, привычки, продуктивность",/coach,6298,,"методичка: метод проектов, цель и задачи проекта"
нет,цели на месяц,,"Цели, привычки, продуктивность",/coach,6295,,тайм-менеджмент горизонтов; каркас закрыт planirovanie-celey и разделом «Ревизия целей каждые 3 месяца» в celi-na-god
нет,педагогические методы цель,,"Цели, привычки, продуктивность",/coach,6192,,педагогика
нет,слово обидится,,Отношения и близость,/artterapy,6055,,орфография «обидишься как пишется» и склейки лемматизатора
нет,как снять стресс,,Выгорание и работа,/coach,5888,,дубль snyatie-stressa
нет,цель на неделю,,"Цели, привычки, продуктивность",/coach,5840,,тайм-менеджмент: цель на неделю
нет,архетипы женщин,,Самооценка и личность,/artterapy,5833,,дубль zhenskie-arhetipy
нет,достижение цели в группе,,"Цели, привычки, продуктивность",/coach,5832,,групповая динамика и менеджмент
нет,чувствую себя одиноко,,Отношения и близость,/artterapy,5761,,дубль chuvstvo-odinochestva
да,Простить измену или уйти: как принять решение и не жалеть,prostit-li-izmenu-ili-uyti,Отношения,/artterapy,5562,прощать ли измену · стоит простить измену · можно простить измену · нужно прощать измену · как живут простившие измену · простила измену ошибка · ради семьи прости измену · смог простить измену · как простить измену и жить дальше · как простить измену и жить дальше советы · простить измену девушке · измену простить никогда,
нет,цель на 2025 год,,"Цели, привычки, продуктивность",/coach,5551,,национальные цели РФ на 2025 год
нет,анализ достижения целей,,"Цели, привычки, продуктивность",/coach,5532,,бизнес-аналитика
да,Когда на вас обиделись и молчат: что делать с этой виной,na-menya-obidelis-i-molchat,Отношения,/artterapy,5532,мама обиделась · подруга обиделась · свекровь обиделась · женщина обиделась · сама обиделась · обиделся и ушел · что ответить на обиделась · не подходи ко мне я обиделась · что значит обидеться · нельзя обидеться · обиделась прости · дочка обиделась,
нет,почему стыдно,,Эмоции и состояния,/artterapy,5487,,дубль kak-izbavitsya-ot-styda и stydno-za-sebya
нет,достижение финансовых целей,,"Цели, привычки, продуктивность",/coach,5092,,финансовое планирование
нет,как сменить профессию в,,Работа и карьера,/coach,5040,,"дубль smena-professii-vzroslym, kak-smenit-rabotu, ne-hochu-rabotat; часть ключей — игра Sims"
нет,как найти смысл жизни в,,"Цели, привычки, продуктивность",/coach,5025,,дубль net-celi
нет,хроническая усталость причины у женщин после,,Выгорание и работа,/coach,5024,,«хроническая усталость причины лечение» — клиника; психологическая часть закрыта hronicheskaya-ustalost
нет,как справиться с одиночеством после,,Отношения и близость,/artterapy,5021,,дубль chuvstvo-odinochestva и kak-perestat-boyatsya-odinochestva + школьное сочинение
нет,ты че обиделась темный,,Отношения и близость,/artterapy,4988,,песня Madk1d «Тёмный принц»
нет,отношения мать ребенок,,Отношения и близость,/artterapy,4972,,склейка лемматизатора и порно-мусор
нет,показатели достижения целей,,"Цели, привычки, продуктивность",/coach,4857,,KPI
нет,я себе не нравлюсь,,Самооценка и личность,/artterapy,4744,,дубль kak-prinyat-i-polyubit-sebya и priznaki-nizkoy-samoocenki; часть ключей — склейки «примите/примете»
нет,способствует достижению целей,,"Цели, привычки, продуктивность",/coach,4742,,"педагогика и менеджмент: способы достижения целей обучения, предприятия, политических целей"
нет,достижение целей предприятия,,"Цели, привычки, продуктивность",/coach,4689,,бизнес: цели предприятия
нет,боюсь остаться одна,,Тревога и депрессия,/artterapy,4636,,дубль boyus-ostatsya-odna
нет,что делать если стесняешься,,Тревога и депрессия,/artterapy,4627,,дубль socialnaya-trevozhnost и strah-proyavlyatsya
нет,достижение педагогических целей,,"Цели, привычки, продуктивность",/coach,4582,,педагогика
нет,отношения родителей в семье,,Отношения и близость,/artterapy,4516,,"педагогика и право: отношения педагог—родитель, права родителей"
нет,отношения отец мать,,Отношения и близость,/artterapy,4483,,склейка лемматизатора
нет,заяви о себе,,Тревога и депрессия,/artterapy,4475,,«заявить о себе» закрыто strah-proyavlyatsya; волнение перед публичным выступлением разобрано в socialnaya-trevozhnost и uverennost-v-sebe
