годна,заголовок,slug,категория,cta,частота,ключи,причина_отказа
нет,,nlp-4,,,252152,,"Книжно-курсовой куст НЛП (Мужицкая, Пелехатый, Боденхамер): продажа обучения, не тема блога"
нет,,psihologiya-zhenschin,,,45124,,"Слишком общий зонт «психология женщин». Живое из хвоста вынесено отдельной темой otnosheniya-mezhdu-zhenschinami; остальное закрыто psihologiya-muzhchiny-i-zhenschiny, samootsenka-zhenschiny, zabota-o-sebe-dlya-zhenshchiny"
нет,,psihologiya-muzhchina-i-zhenschina-posle,,,4096,,"Обрубок «психология мужчина и женщина после». Хвост разобран: «женщина старше мужчины» — дубль otnosheniya-s-muzhchinoy-mladshe (это её ключ), «женатый мужчина» — otnosheniya-s-zhenatym-muzhchinoy; «дружба мужчины и женщины» вынесена отдельной темой"
нет,,socialnaya-psihologiya-otvety,,,4015,,Вузовское: экзаменационные ответы по социальной психологии
нет,,tehnika-nlp,,,3756,,"Курс «НЛП-практик», продажа обучения"
нет,,pochemu-zhenschina-psihologiya,,,3242,,Склейка лемматизатора + однополое влечение; профиль блога другой
нет,,psihologiya-socialnoy-gruppy,,,2646,,Вузовское: малые и большие социальные группы
нет,,psihologiya-vliyaniya-fb,,,2223,,"Книга Чалдини «Психология влияния», поиск файла fb2"
нет,,chaldini-psihologiya-vliyaniya-fb,,,2167,,"Книга Чалдини, поиск бесплатной версии"
нет,,psihologiya-vliyaniya-robert-fb,,,2136,,"Книга Чалдини, поиск бесплатной версии"
нет,,socialnoy-pedagogicheskoy-psihologii,,,1922,,"Вузовское: кафедры, история и структура социальной психологии"
нет,,socialnaya-psihologiya-klassov,,,1201,,"Обществознание, 10 класс"
нет,,socialnoe-vzaimodeystvie-psihologiya,,,1128,,Вузовское: социальное взаимодействие как предмет
нет,,nlp-eto-prostymi-slovami,,,1021,,"НЛП не профиль блога: интент — техники влияния и курсы, аудитория чужая"
нет,,psihologiya-obscheniya-otvety,,,986,,"Вузовское и СПО: лекции, программы, экзаменационные ответы; живая часть закрыта psihologiya-obscheniya"
нет,,psihologiya-manipulyacii-chelovekom,,,975,,Книги «тёмная психология»; тема закрыта manipulyacii-v-otnosheniyah и gazlajting
нет,,kniga-psihologiya-lzhi,,,918,,Книга Пола Экмана и сериал «Обмани меня»
нет,,urovni-socialnyh-psihologii,,,876,,Вузовское: этапы и виды социальной психологии
нет,,m-andreeva-socialnaya-psihologiya,,,834,,Учебник Г. М. Андреевой
нет,,kognitivnaya-psihologiya-lichnosti,,,808,,Вузовское направление психологии
нет,,socialnaya-psihologiya-razvitiya-lichnosti,,,788,,Вузовское
нет,,socialnaya-psihologiya-obschestvoznanie,,,783,,"Обществознание, школьная программа"
нет,,socialnaya-psihologiya-izuchaet-lyudey,,,743,,Вузовское определение предмета науки
